#------------------------------------------------------------------------
# Program: Diag Quadratic
#          (c) Amal Medhi <amedhi@iisertvm.ac.in>
#------------------------------------------------------------------------
# job_72369_diag.x_20260122172749_amedhi@isha.local
# Lattice: HONEYCOMB2 (Size = 1x100x1, Sites/unitcell = 100, Boundary = 0-1-0)
# No of sites = 10000
# Model: MKM
# lambda = 0.060000
# eta = 0.600000
# lambda_R = 0.360000
# t = 1.000000
# Results: WaveFunction
#------------------------------------------------------------------------
# wf_0:   psi(40,98,0)        cols: (6,7)
# wf_1:   psi(40,99,0)        cols: (8,9)
# wf_2:   psi(40,100,0)       cols: (10,11)
# wf_3:   psi(40,101,0)       cols: (12,13)
# wf_4:   psi(49,98,0)        cols: (14,15)
# wf_5:   psi(49,99,0)        cols: (16,17)
# wf_6:   psi(49,100,0)       cols: (18,19)
# wf_7:   psi(49,101,0)       cols: (20,21)
#------------------------------------------------------------------------
# basis   label   xcoord        ycoord        zcoord        Re[wf_1]      Im[wf_1]      Re[wf_2]      Im[wf_2]      Re[wf_3]      Im[wf_3]      Re[wf_4]      Im[wf_4]      Re[wf_5]      Im[wf_5]      Re[wf_6]      Im[wf_6]      Re[wf_7]      Im[wf_7]      Re[wf_8]      Im[wf_8]      
#------------------------------------------------------------------------
      49    24-1  1.039230E+01 -1.800000E+01  0.000000E+00 -2.479601E-02 -3.939139E-02 -5.724241E-02 -1.100855E-01  2.966278E-02  9.962972E-02  5.954942E-02  1.282298E-02 -4.986868E-02  9.562194E-02  5.466546E-02 -4.310334E-02 -4.530154E-02  5.854734E-02 -1.002036E-02  3.683782E-02
      50    25-0  1.125833E+01 -1.850000E+01  0.000000E+00  6.367021E-02 -6.064829E-02  1.053354E-01 -7.373442E-02 -8.229620E-02  3.746368E-02  7.663189E-02 -5.516381E-03 -2.760422E-02 -6.577799E-02  1.880215E-02 -9.954056E-03  3.837752E-02  1.917392E-02  7.564797E-02  8.881691E-03
      51    25-1  1.125833E+01 -1.850000E+01  0.000000E+00  2.401621E-02 -8.792172E-03  3.539181E-02  1.388095E-02 -2.093803E-02 -1.967078E-02 -7.736802E-02  7.519401E-03  7.395118E-04 -3.065887E-02 -4.673127E-02 -4.209043E-03 -4.117781E-02  3.962440E-03 -1.073482E-01  1.178925E-02
      52    26-0  1.125833E+01 -1.950000E+01  0.000000E+00  1.756640E-02  8.084411E-03  2.302210E-03  3.650104E-02  1.137545E-02 -3.000001E-02 -6.537121E-02 -1.286510E-02  3.570746E-02  4.426622E-02 -1.019881E-01 -4.162430E-02  9.626844E-02  3.360282E-02  2.039740E-02  8.737223E-03
      53    26-1  1.125833E+01 -1.950000E+01  0.000000E+00 -2.408312E-02  9.927449E-03 -1.041555E-01  5.691359E-02  1.025592E-01 -3.381085E-02  6.440617E-02  1.497900E-02  6.860144E-02  8.671015E-02  6.411018E-02  1.967874E-02 -7.303410E-02 -5.259835E-03 -2.988067E-02  1.293772E-02
      54    27-0  1.212436E+01 -2.000000E+01  0.000000E+00 -4.932154E-02 -5.193914E-02 -7.611401E-02 -1.029521E-01  4.227952E-02  8.578853E-02  8.079708E-02 -4.396268E-03 -7.521128E-02 -3.929987E-03  2.167753E-02  1.397692E-02  5.188356E-03  4.369716E-02  3.546503E-02  6.763092E-02
      55    27-1  1.212436E+01 -2.000000E+01  0.000000E+00 -1.165347E-02 -1.874090E-02  1.131688E-02 -3.569788E-02 -1.953134E-02  2.293317E-02 -8.178009E-02  6.261979E-03 -3.093656E-02 -1.369147E-02 -2.274257E-02 -4.368182E-02 -2.809003E-02 -3.488656E-02 -7.176593E-02 -8.622020E-02
      56    28-0  1.212436E+01 -2.100000E+01  0.000000E+00  1.471795E-03 -1.611294E-02  3.463490E-02 -4.209308E-03 -3.153132E-02 -1.057270E-02 -6.997925E-02 -1.529614E-02  5.321955E-02 -1.656587E-02 -2.169590E-02 -1.068526E-01  2.402633E-02  9.692068E-02  4.441134E-04  1.173664E-02
      57    28-1  1.212436E+01 -2.100000E+01  0.000000E+00 -4.751809E-03  7.889745E-03  5.632632E-02  9.657491E-02 -3.850593E-02 -1.048526E-01  6.895767E-02  1.722923E-02  1.108552E-01 -2.408652E-02  1.475204E-02  6.225520E-02 -3.570648E-02 -6.298173E-02 -2.450269E-02 -1.196044E-02
      58    29-0  1.299038E+01 -2.150000E+01  0.000000E+00 -3.934403E-02  3.565494E-02 -9.908837E-02  7.723546E-02  8.868858E-02 -4.716400E-02  8.474624E-02 -3.036100E-03 -3.682897E-02  7.051347E-02  6.459236E-04  2.601112E-02 -3.500041E-02  3.042966E-02 -3.643553E-02  6.840251E-02
      59    29-1  1.299038E+01 -2.150000E+01  0.000000E+00 -1.289686E-02  1.393689E-02 -3.550525E-02 -8.559224E-03  2.492969E-02  1.919304E-02 -8.577510E-02  4.852276E-03 -2.728080E-02  2.341842E-02  2.680605E-02 -4.647988E-02  1.457415E-02 -4.496707E-02  3.280414E-02 -1.096790E-01
      60    30-0  1.299038E+01 -2.250000E+01  0.000000E+00 -1.487197E-02  5.658396E-03 -6.567306E-03 -3.202600E-02 -9.326940E-03  3.289551E-02 -7.421954E-02 -1.781416E-02  7.854590E-03 -5.879878E-02  7.566196E-02 -7.418993E-02 -6.680157E-02  7.175376E-02 -3.455010E-03 -1.640154E-03
      61    30-1  1.299038E+01 -2.250000E+01  0.000000E+00 -6.663028E-03  1.948143E-02  8.851730E-02 -5.482722E-02 -1.069180E-01  4.333799E-02  7.312199E-02  1.955659E-02  2.528131E-02 -1.097756E-01 -4.565908E-02  4.674032E-02  3.219206E-02 -6.376178E-02 -7.050217E-03 -2.125553E-02
      62    31-0  1.385641E+01 -2.300000E+01  0.000000E+00  2.032109E-02  2.631710E-02  7.721772E-02  9.389480E-02 -5.218289E-02 -9.102202E-02  8.835148E-02 -1.635808E-03  5.070846E-02  6.763066E-02 -2.439426E-02  1.164660E-02 -4.613228E-02 -1.150658E-02 -7.679913E-02  9.698514E-03
      63    31-1  1.385641E+01 -2.300000E+01  0.000000E+00  1.539124E-02  6.629186E-03 -5.805023E-03  3.473946E-02  1.872865E-02 -2.685910E-02 -8.934581E-02  3.240137E-03  1.161490E-02  3.530982E-02  5.686458E-02 -4.502694E-03  4.866896E-02 -1.256805E-02  1.114252E-01 -3.300096E-02
      64    32-0  1.385641E+01 -2.400000E+01  0.000000E+00  1.177378E-02  1.318441E-02 -2.934635E-02  8.790886E-03  3.433225E-02  7.952861E-03 -7.804651E-02 -2.041763E-02 -4.730638E-02 -3.277639E-02  1.022278E-01  2.373870E-02 -9.465459E-02 -1.607352E-02  9.769765E-03 -2.986910E-03
      65    32-1  1.385641E+01 -2.400000E+01  0.000000E+00  3.519101E-02  1.966749E-02 -5.166727E-02 -7.971331E-02  4.796759E-02  1.084755E-01  7.688556E-02  2.198399E-02 -9.134707E-02 -6.945925E-02 -6.148996E-02 -1.046844E-02  7.002237E-02 -8.344269E-03  6.843945E-03 -1.698460E-02
      66    33-0  1.472243E+01 -2.450000E+01  0.000000E+00  1.354013E-02 -3.770611E-03  8.766879E-02 -7.595961E-02 -9.285953E-02  5.725870E-02  9.145648E-02 -1.269187E-04  8.586151E-02 -1.730621E-02 -2.669882E-02 -1.703615E-02 -1.616126E-02 -4.594176E-02 -5.045309E-02 -5.677199E-02
      67    33-1  1.472243E+01 -2.450000E+01  0.000000E+00  5.533671E-05 -1.600116E-02  3.332038E-02  3.072809E-03 -2.865880E-02 -1.810611E-02 -9.252662E-02  1.462678E-03  4.046273E-02  3.786769E-03  3.574552E-02  4.722381E-02  3.965505E-02  3.590799E-02  9.003822E-02  7.556575E-02
      68    34-0  1.472243E+01 -2.550000E+01  0.000000E+00  1.023534E-02 -1.718720E-02  1.038844E-02  2.625749E-02  6.636811E-03 -3.560732E-02 -8.146122E-02 -2.309904E-02 -4.701643E-02  3.135307E-02  3.650302E-02  9.678502E-02 -3.736218E-02 -8.596004E-02  1.312693E-02  1.578072E-02
      69    34-1  1.472243E+01 -2.550000E+01  0.000000E+00  3.172498E-02 -5.094567E-02 -6.985958E-02  4.716703E-02  1.093188E-01 -5.255071E-02  8.026763E-02  2.448005E-02 -1.040104E-01  5.223636E-02 -2.063880E-02 -5.565665E-02  4.525048E-02  5.290436E-02  1.348546E-02 -8.866775E-03
      70    35-0  1.558846E+01 -2.600000E+01  0.000000E+00  1.366127E-02 -1.446079E-03 -7.330267E-02 -8.054749E-02  6.228750E-02  9.417305E-02  9.411924E-02  1.571418E-03  2.089241E-02 -8.915752E-02 -7.379119E-04 -3.156553E-02  3.028308E-02 -4.086447E-02  1.820010E-02 -7.293740E-02
      71    35-1  1.558846E+01 -2.600000E+01  0.000000E+00 -1.581450E-02  6.555148E-03  3.727814E-04 -3.130869E-02 -1.730098E-02  3.034279E-02 -9.528620E-02 -4.143969E-04  2.187027E-02 -3.589827E-02 -2.201609E-02  5.960076E-02 -8.740421E-03  5.526004E-02 -1.315418E-02  1.163815E-01
      72    36-0  1.558846E+01 -2.700000E+01  0.000000E+00 -2.231492E-02 -6.540024E-03  2.251991E-02 -1.160035E-02 -3.659304E-02 -5.227908E-03 -8.446195E-02 -2.581606E-02  8.632557E-03  5.878093E-02 -5.942970E-02  8.053883E-02  5.048255E-02 -7.662403E-02 -1.030333E-02  2.894842E-02
      73    36-1  1.558846E+01 -2.700000E+01  0.000000E+00 -6.553206E-02 -4.220514E-02  4.167982E-02  5.940611E-02 -5.718087E-02 -1.096005E-01  8.324709E-02  2.698999E-02  3.221373E-03  1.148283E-01  3.657360E-02 -4.827882E-02 -1.858436E-02  6.587861E-02  1.685399E-02 -2.047077E-04
      74    37-0  1.645448E+01 -2.750000E+01  0.000000E+00  9.700030E-03 -3.143638E-02 -7.262810E-02  6.924516E-02  9.492249E-02 -6.723960E-02  9.640296E-02  3.372915E-03 -7.449119E-02 -6.013453E-02  2.955336E-02 -1.521841E-02  5.199691E-02  1.751581E-03  6.836009E-02 -2.656601E-02
