#------------------------------------------------------------------------
# Program: Diag Quadratic
#          (c) Amal Medhi <amedhi@iisertvm.ac.in>
#------------------------------------------------------------------------
# job_71954_diag.x_20260122170524_amedhi@isha.local
# Lattice: HONEYCOMB2 (Size = 1x100x1, Sites/unitcell = 100, Boundary = 0-1-0)
# No of sites = 10000
# Model: MKM
# lambda = 0.060000
# eta = 0.250000
# lambda_R = 0.840000
# t = 1.000000
# Results: WaveFunction
#------------------------------------------------------------------------
# wf_0:   psi(25,98,0)        cols: (6,7)
# wf_1:   psi(25,99,0)        cols: (8,9)
# wf_2:   psi(25,100,0)       cols: (10,11)
# wf_3:   psi(25,101,0)       cols: (12,13)
# wf_4:   psi(49,98,0)        cols: (14,15)
# wf_5:   psi(49,99,0)        cols: (16,17)
# wf_6:   psi(49,100,0)       cols: (18,19)
# wf_7:   psi(49,101,0)       cols: (20,21)
#------------------------------------------------------------------------
# basis   label   xcoord        ycoord        zcoord        Re[wf_1]      Im[wf_1]      Re[wf_2]      Im[wf_2]      Re[wf_3]      Im[wf_3]      Re[wf_4]      Im[wf_4]      Re[wf_5]      Im[wf_5]      Re[wf_6]      Im[wf_6]      Re[wf_7]      Im[wf_7]      Re[wf_8]      Im[wf_8]      
#------------------------------------------------------------------------
      26    13-0  6.062178E+00 -9.500000E+00  0.000000E+00 -4.169727E-02  4.439439E-02 -1.395681E-02  3.865064E-03  1.398760E-02 -3.931375E-03  6.619600E-03 -6.135320E-02  9.820331E-02  7.286844E-03 -5.362929E-02 -3.951590E-03  5.483382E-02  9.540516E-03  9.961605E-02  1.787215E-02
      27    13-1  6.062178E+00 -9.500000E+00  0.000000E+00 -1.742572E-02 -2.005282E-02  7.264872E-03 -3.018662E-03 -7.235551E-03  3.036994E-03  3.067214E-02  5.172658E-03  1.968116E-02  2.190918E-02 -1.074093E-02 -1.214194E-02  1.208921E-02  7.226246E-03  2.198381E-02  1.370420E-02
      28    14-0  6.062178E+00 -1.050000E+01  0.000000E+00  6.835350E-03  2.078471E-03  3.789140E-02  8.710410E-03 -3.788774E-02 -8.703566E-03  1.857010E-02  6.037837E-03 -1.567701E-02  3.050109E-02  9.280172E-03 -1.772936E-02  1.416687E-02 -1.199079E-02  2.411670E-02 -2.003118E-02
      29    14-1  6.062178E+00 -1.050000E+01  0.000000E+00 -9.789984E-03  2.558259E-02 -2.777326E-02  7.917156E-02  2.776402E-02 -7.917729E-02 -7.494279E-03  2.617742E-02 -1.103314E-01  4.299802E-02  6.463850E-02 -2.522422E-02  6.826397E-02 -1.850004E-02  1.159878E-01 -3.069780E-02
      30    15-0  6.928203E+00 -1.100000E+01  0.000000E+00  5.176043E-02 -4.610812E-02  9.365332E-03 -2.733137E-03 -9.407313E-03  2.815212E-03 -3.951747E-03  6.878712E-02  1.684840E-02 -1.072832E-01 -9.449151E-03  6.031045E-02  1.734426E-02 -6.044114E-02  3.123070E-02 -1.065977E-01
      31    15-1  6.928203E+00 -1.100000E+01  0.000000E+00  1.742319E-02  2.386309E-02 -3.305690E-03  2.649831E-03  3.269576E-03 -2.674073E-03 -3.654385E-02 -4.507812E-03  2.559390E-02 -1.966647E-02 -1.461609E-02  1.103069E-02  9.562873E-03 -1.252504E-02  1.737932E-02 -2.184917E-02
      32    16-0  6.928203E+00 -1.200000E+01  0.000000E+00 -9.759763E-03 -4.454299E-03 -3.055828E-02 -8.462508E-03  3.055495E-02  8.454373E-03 -2.291478E-02 -5.382276E-03  3.086639E-02  1.905513E-02 -1.862030E-02 -1.171457E-02 -1.117110E-02 -1.688979E-02 -1.757603E-02 -2.769114E-02
      33    16-1  6.928203E+00 -1.200000E+01  0.000000E+00  1.707604E-02 -3.231724E-02  2.501025E-02 -6.278926E-02 -2.500039E-02  6.279874E-02  7.153205E-03 -3.506165E-02  3.571966E-02  1.197033E-01 -2.178910E-02 -7.294582E-02 -1.218160E-02 -7.641194E-02 -1.918116E-02 -1.246972E-01
      34    17-0  7.794229E+00 -1.250000E+01  0.000000E+00 -6.187781E-02  4.638278E-02 -8.925170E-03  1.674718E-03  8.981670E-03 -1.775538E-03  3.071549E-03 -7.570153E-02 -1.138185E-01 -2.755676E-02  6.617517E-02  1.600552E-02 -6.462209E-02 -2.632022E-02 -1.099822E-01 -4.553974E-02
      35    17-1  7.794229E+00 -1.250000E+01  0.000000E+00 -1.704196E-02 -2.780060E-02  4.421323E-03 -1.452489E-03 -4.377395E-03  1.484324E-03  3.960789E-02  3.303642E-03 -1.899680E-02 -2.905995E-02  1.097684E-02  1.717065E-02 -1.283179E-02 -1.220352E-02 -2.176213E-02 -2.149812E-02
      36    18-0  7.794229E+00 -1.350000E+01  0.000000E+00  1.229585E-02  7.261650E-03  2.433755E-02  7.430424E-03 -2.433448E-02 -7.420605E-03  2.777955E-02  5.528994E-03  2.224161E-02 -3.049934E-02 -1.428831E-02  1.917655E-02 -1.937128E-02  1.009788E-02 -3.013148E-02  1.521884E-02
      37    18-1  7.794229E+00 -1.350000E+01  0.000000E+00 -2.534167E-02  3.788016E-02 -2.176257E-02  5.025052E-02  2.175197E-02 -5.026433E-02 -7.215193E-03  4.284858E-02  1.267923E-01 -2.678847E-02 -8.080773E-02  1.708682E-02 -8.366899E-02  4.228619E-03 -1.304763E-01  5.782880E-03
      38    19-0  8.660254E+00 -1.400000E+01  0.000000E+00  7.208201E-02 -4.508001E-02  6.426529E-03 -1.396343E-03 -6.501529E-03  1.519481E-03 -2.314620E-04  8.265164E-02 -3.888716E-02  1.176643E-01  2.349220E-02 -7.109879E-02 -3.624946E-02  6.737540E-02 -6.013026E-02  1.102486E-01
      39    19-1  8.660254E+00 -1.400000E+01  0.000000E+00  1.597614E-02  3.155546E-02 -2.605192E-03  1.621202E-03  2.551844E-03 -1.662726E-03 -4.443241E-02 -2.501977E-03 -3.209930E-02  1.756582E-02  1.972581E-02 -1.050721E-02 -1.484820E-02  1.237237E-02 -2.502510E-02  1.981501E-02
      40    20-0  8.660254E+00 -1.500000E+01  0.000000E+00 -1.438398E-02 -1.043275E-02 -1.946984E-02 -6.865694E-03  1.946703E-02  6.853868E-03 -3.218223E-02 -4.549603E-03 -2.935168E-02 -2.516557E-02  1.934603E-02  1.697941E-02  8.402890E-03  2.190134E-02  1.166025E-02  3.248422E-02
      41    20-1  8.660254E+00 -1.500000E+01  0.000000E+00  3.439404E-02 -4.215410E-02  1.907749E-02 -3.975651E-02 -1.906612E-02  3.977531E-02  6.364490E-03 -5.129199E-02 -1.671053E-02 -1.313102E-01  1.120476E-02  8.804650E-02 -5.060013E-03  8.968844E-02 -8.275969E-03  1.327833E-01
      42    21-0  9.526279E+00 -1.550000E+01  0.000000E+00 -8.200693E-02  4.232273E-02 -5.699846E-03  6.183132E-04  5.798663E-03 -7.680526E-04 -1.731761E-03 -8.861113E-02  1.186899E-01  5.031430E-02 -7.493910E-02 -3.177215E-02  6.836838E-02  4.688783E-02  1.068228E-01  7.424946E-02
      43    21-1  9.526279E+00 -1.550000E+01  0.000000E+00 -1.441180E-02 -3.522210E-02  2.749524E-03 -7.291703E-04 -2.685129E-03  7.830134E-04  4.759857E-02  7.665075E-04  1.560665E-02  3.461293E-02 -9.679426E-03 -2.223750E-02  1.172100E-02  1.750520E-02  1.804881E-02  2.819899E-02
      44    22-0  9.526279E+00 -1.650000E+01  0.000000E+00  1.597537E-02  1.390246E-02  1.552721E-02  5.971054E-03 -1.552471E-02 -5.956664E-03  3.655450E-02  4.069643E-03 -2.761042E-02  2.755534E-02  1.970574E-02 -1.913901E-02  2.400454E-02 -6.386392E-03  3.329515E-02 -8.209922E-03
      45    22-1  9.526279E+00 -1.650000E+01  0.000000E+00 -4.404210E-02  4.502780E-02 -1.648233E-02  3.169327E-02  1.647010E-02 -3.171804E-02 -5.377998E-03  5.877167E-02 -1.330800E-01  5.971062E-03  9.450046E-02 -4.229364E-03  9.434148E-02  1.558121E-02  1.318251E-01  2.264060E-02
      46    23-0  1.039230E+01 -1.700000E+01  0.000000E+00  9.151367E-02 -3.807628E-02  4.314205E-03 -5.615576E-04 -4.443463E-03  7.430627E-04  4.803100E-03  9.468715E-02  6.127108E-02 -1.169493E-01 -4.067829E-02  7.760326E-02  5.789632E-02 -6.764562E-02  8.701753E-02 -1.004565E-01
      47    23-1  1.039230E+01 -1.700000E+01  0.000000E+00  1.229422E-02  3.859062E-02 -1.930115E-03  8.918466E-04  1.852557E-03 -9.614171E-04 -5.149657E-02  3.775561E-04  3.648749E-02 -1.310801E-02 -2.464967E-02  8.456810E-03  2.012123E-02 -1.034331E-02  3.080046E-02 -1.470228E-02
      48    24-0  1.039230E+01 -1.800000E+01  0.000000E+00 -1.703226E-02 -1.759253E-02 -1.235216E-02 -5.338238E-03  1.235003E-02  5.320712E-03 -4.074110E-02 -2.797099E-03  2.516635E-02  2.952613E-02 -1.853742E-02 -2.243745E-02 -3.916213E-03 -2.601592E-02 -4.255598E-03 -3.393273E-02
      49    24-1  1.039230E+01 -1.800000E+01  0.000000E+00  5.407287E-02 -4.643560E-02  1.420731E-02 -2.502287E-02 -1.419417E-02  2.505482E-02  3.905756E-03 -6.654752E-02 -4.863309E-03  1.320158E-01  3.710856E-03 -1.000169E-01  2.701782E-02 -9.732612E-02  3.621096E-02 -1.272950E-01
      50    25-0  1.125833E+01 -1.850000E+01  0.000000E+00 -1.003560E-01  3.248172E-02 -3.622161E-03  9.534603E-05  3.790394E-03 -3.146875E-04 -7.562363E-03 -9.968540E-02 -1.125516E-01 -7.124590E-02  7.900177E-02  5.004468E-02 -6.501922E-02 -6.904476E-02 -9.102840E-02 -9.796213E-02
      51    25-1  1.125833E+01 -1.850000E+01  0.000000E+00 -9.701815E-03 -4.167825E-02  1.762911E-03 -3.569051E-04 -1.669836E-03  4.464248E-04  5.446412E-02 -2.403890E-03 -1.030351E-02 -3.762725E-02  6.893577E-03  2.690488E-02 -8.728866E-03 -2.249507E-02 -1.168491E-02 -3.241975E-02
      52    26-0  1.125833E+01 -1.950000E+01  0.000000E+00  1.752731E-02  2.142412E-02  9.841525E-03  4.611270E-03 -9.839956E-03 -4.589804E-03  4.463115E-02  1.762558E-03  3.074816E-02 -2.232791E-02 -2.509723E-02  1.755283E-02 -2.747665E-02  1.122105E-03 -3.293455E-02  5.054523E-04
      53    26-1  1.125833E+01 -1.950000E+01  0.000000E+00 -6.426897E-02  4.633234E-02 -1.218084E-02  1.985680E-02  1.216681E-02 -1.989751E-02 -2.066870E-03  7.351734E-02  1.281652E-01  1.526464E-02 -1.044693E-01 -1.248227E-02 -9.860350E-02 -3.914423E-02 -1.198169E-01 -4.848002E-02
      54    27-0  1.212436E+01 -2.000000E+01  0.000000E+00  1.083574E-01 -2.560538E-02  2.813211E-03 -7.616076E-05 -3.031196E-03  3.405785E-04  1.087395E-02  1.046562E-01 -7.972578E-02  1.057515E-01  5.968133E-02 -7.908485E-02 -7.993478E-02  6.058172E-02 -1.062154E-01  7.945763E-02
      55    27-1  1.212436E+01 -2.000000E+01  0.000000E+00  6.673200E-03  4.435600E-02 -1.381369E-03  4.283381E-04  1.269962E-03 -5.432286E-04 -5.753139E-02  3.919466E-03 -3.800138E-02  7.256633E-03  2.896219E-02 -4.985195E-03 -2.474606E-02  6.505982E-03 -3.351617E-02  7.620018E-03
      56    28-0  1.212436E+01 -2.100000E+01  0.000000E+00 -1.744632E-02 -2.531287E-02 -7.797211E-03 -4.033328E-03  7.796374E-03  4.007009E-03 -4.840729E-02 -2.138360E-04 -1.916632E-02 -3.125948E-02  1.619353E-02  2.764952E-02 -1.933311E-03  2.870122E-02 -3.054807E-03  3.172879E-02
      57    28-1  1.212436E+01 -2.100000E+01  0.000000E+00  7.440824E-02 -4.471239E-02  1.038294E-02 -1.563943E-02 -1.036804E-02  1.569087E-02 -4.202668E-05 -8.045831E-02  2.469116E-02 -1.216621E-01 -2.192326E-02  1.077442E-01 -5.164485E-02  9.796180E-02 -5.862894E-02  1.093917E-01
      58    29-0  1.299038E+01 -2.150000E+01  0.000000E+00 -1.153367E-01  1.761226E-02 -2.255912E-03 -1.772881E-04  2.537323E-03 -1.406514E-04 -1.415943E-02 -1.086169E-01  9.687080E-02  8.629431E-02 -7.781967E-02 -6.940540E-02  5.430193E-02  9.035625E-02  6.604638E-02  1.116460E-01
      59    29-1  1.299038E+01 -2.150000E+01  0.000000E+00 -3.269728E-03 -4.660457E-02  1.171702E-03 -1.368064E-04 -1.038740E-03  2.838128E-04  6.006753E-02 -6.101397E-03  4.185618E-03  3.755509E-02 -2.784864E-03 -3.076510E-02  4.038863E-03  2.655607E-02  4.045955E-03  3.327184E-02
      60    30-0  1.299038E+01 -2.250000E+01  0.000000E+00  1.678638E-02  2.917456E-02  6.196724E-03  3.463796E-03 -6.197055E-03 -3.431454E-03  5.177897E-02 -1.272485E-03 -3.096778E-02  1.583257E-02  3.002707E-02 -1.447879E-02  2.931368E-02  5.251173E-03  2.908985E-02  6.256174E-03
      61    30-1  1.299038E+01 -2.250000E+01  0.000000E+00 -8.426954E-02  4.159791E-02 -8.836162E-03  1.234713E-02  8.820627E-03 -1.241176E-02  2.564200E-03  8.670850E-02 -1.127690E-01 -3.266467E-02  1.097593E-01  3.186578E-02  9.544949E-02  6.421095E-02  9.693445E-02  6.616445E-02
      62    31-0  1.385641E+01 -2.300000E+01  0.000000E+00  1.211403E-01 -8.644085E-03  1.745067E-03  2.013152E-04 -2.107213E-03  1.800855E-04  1.765802E-02  1.123517E-01  9.057656E-02 -8.633062E-02 -7.901992E-02  7.520636E-02  9.991071E-02 -4.632254E-02  1.135991E-01 -5.175361E-02
      63    31-1  1.385641E+01 -2.300000E+01  0.000000E+00 -4.357864E-04  4.834911E-02 -9.805867E-04  1.412727E-04  8.223687E-04 -3.289640E-04 -6.235996E-02  7.921956E-03  3.633001E-02 -1.197009E-03 -3.228426E-02  3.139359E-04  2.814469E-02 -1.136055E-03  3.260322E-02 -7.853500E-05
      64    32-0  1.385641E+01 -2.400000E+01  0.000000E+00 -1.555778E-02 -3.292476E-02 -4.892924E-03 -2.986538E-03  4.894768E-03  2.946753E-03 -5.500959E-02  3.067590E-03  1.248724E-02  2.990011E-02 -1.243687E-02 -3.219320E-02  8.630244E-03 -2.956887E-02  8.704705E-03 -2.630173E-02
      65    32-1  1.385641E+01 -2.400000E+01  0.000000E+00  9.363820E-02 -3.704590E-02  7.472446E-03 -9.691000E-03 -7.456500E-03  9.771912E-03 -5.250003E-03 -9.267913E-02 -3.875118E-02  1.018191E-01  4.212626E-02 -1.104502E-01  7.654875E-02 -9.097297E-02  7.065332E-02 -8.274188E-02
      66    33-0  1.472243E+01 -2.450000E+01  0.000000E+00 -1.256415E-01 -1.106408E-03 -1.319135E-03 -3.382826E-04  1.783813E-03 -1.180873E-04 -2.122653E-02 -1.151833E-01 -7.460656E-02 -9.232017E-02  7.126913E-02  8.833971E-02 -3.676039E-02 -1.084201E-01 -3.718215E-02 -1.122967E-01
      67    33-1  1.472243E+01 -2.450000E+01  0.000000E+00  4.373783E-03 -4.956553E-02  8.146420E-04  1.723294E-05 -6.269175E-04  2.218304E-04  6.430488E-02 -1.016983E-02  1.522368E-03 -3.433072E-02 -2.373470E-03  3.347323E-02  1.972878E-03 -2.915984E-02  3.237534E-03 -3.054629E-02
      68    34-0  1.472243E+01 -2.550000E+01  0.000000E+00  1.378239E-02  3.648177E-02  3.874270E-03  2.552437E-03 -3.878491E-03 -2.503539E-03  5.780541E-02 -4.892953E-03  2.804260E-02 -9.275999E-03 -3.409400E-02  1.009759E-02 -2.921100E-02 -1.215875E-02 -2.250737E-02 -1.063092E-02
      69    34-1  1.472243E+01 -2.550000E+01  0.000000E+00 -1.023092E-01  3.114238E-02 -6.316078E-03  7.604135E-03  6.300402E-03 -7.705074E-03  8.297621E-03  9.802117E-02  8.924699E-02  4.260495E-02 -1.097851E-01 -5.251724E-02 -8.466219E-02 -8.831320E-02 -6.785650E-02 -7.177445E-02
      70    35-0  1.558846E+01 -2.600000E+01  0.000000E+00  1.287364E-01  1.144836E-02  9.597310E-04  3.744497E-04 -1.554511E-03  1.702418E-04  2.480587E-02  1.176152E-01 -9.134795E-02  6.222310E-02  9.717646E-02 -6.605995E-02 -1.155376E-01  2.580636E-02 -1.074333E-01  2.319893E-02
      71    35-1  1.558846E+01 -2.600000E+01  0.000000E+00 -8.458959E-03  5.021711E-02 -7.119532E-04 -5.088912E-05  4.899962E-04 -2.530248E-04 -6.584717E-02  1.218451E-02 -3.165951E-02 -3.857664E-03  3.431376E-02  5.237377E-03 -2.986087E-02 -5.312701E-03 -2.822724E-02 -6.316423E-03
      72    36-0  1.558846E+01 -2.700000E+01  0.000000E+00 -1.149415E-02 -3.976781E-02 -3.048444E-03 -2.181813E-03  3.055669E-03  2.121567E-03 -6.039803E-02  6.883114E-03 -6.359418E-03 -2.547109E-02  7.503687E-03  3.569690E-02 -1.555574E-02  2.841813E-02 -1.146291E-02  1.873027E-02
      73    36-1  1.558846E+01 -2.700000E+01  0.000000E+00  1.100932E-01 -2.400326E-02  5.308617E-03 -5.935195E-03 -5.293862E-03  6.060986E-03 -1.144762E-02 -1.029080E-01  4.396693E-02 -7.553081E-02 -6.284671E-02  1.077539E-01 -9.925313E-02  7.655158E-02 -6.951459E-02  5.277940E-02
      74    37-0  1.645448E+01 -2.750000E+01  0.000000E+00 -1.303566E-01 -2.216714E-02 -6.236823E-04 -4.607316E-04  1.383096E-03 -1.876011E-04 -2.843818E-02 -1.192431E-01  4.972817E-02  8.761507E-02 -5.965668E-02 -1.053579E-01  1.370050E-02  1.211325E-01  1.052323E-02  9.954630E-02
