#------------------------------------------------------------------------
# Program: Diag Quadratic
#          (c) Amal Medhi <amedhi@iisertvm.ac.in>
#------------------------------------------------------------------------
# job_70632_diag.x_20260122160527_amedhi@isha.local
# Lattice: HONEYCOMB2 (Size = 1x100x1, Sites/unitcell = 100, Boundary = 0-1-0)
# No of sites = 10000
# Model: MKM
# lambda = 0.060000
# eta = 1.000000
# lambda_R = 0.000000
# t = 1.000000
# Results: WaveFunction
#------------------------------------------------------------------------
# wf_0:   psi(40,98,0)        cols: (6,7)
# wf_1:   psi(40,99,0)        cols: (8,9)
# wf_2:   psi(40,100,0)       cols: (10,11)
# wf_3:   psi(40,101,0)       cols: (12,13)
# wf_4:   psi(49,98,0)        cols: (14,15)
# wf_5:   psi(49,99,0)        cols: (16,17)
# wf_6:   psi(49,100,0)       cols: (18,19)
# wf_7:   psi(49,101,0)       cols: (20,21)
#------------------------------------------------------------------------
# basis   label   xcoord        ycoord        zcoord        Re[wf_1]      Im[wf_1]      Re[wf_2]      Im[wf_2]      Re[wf_3]      Im[wf_3]      Re[wf_4]      Im[wf_4]      Re[wf_5]      Im[wf_5]      Re[wf_6]      Im[wf_6]      Re[wf_7]      Im[wf_7]      Re[wf_8]      Im[wf_8]      
#------------------------------------------------------------------------
      18     9-0  4.330127E+00 -6.500000E+00  0.000000E+00 -1.503486E-15 -2.139793E-17  9.188565E-03  6.826601E-18  2.986864E-12 -1.133067E-16  2.110352E-13  1.611769E-15  1.352796E-17  9.066202E-18 -1.168781E-06 -7.379391E-06  1.987819E-17 -2.614101E-17 -6.278686E-18  3.449072E-17
      19     9-1  4.330127E+00 -6.500000E+00  0.000000E+00 -2.376572E-12 -1.821627E-12 -6.104945E-17  8.183717E-17 -1.614782E-04  6.278319E-04  2.355228E-03 -8.857899E-03 -1.101293E-17  2.519824E-17 -5.720968E-22  3.193222E-21  1.321788E-06 -7.353525E-06  4.009651E-17 -2.759499E-17
      20    10-0  4.330127E+00 -7.500000E+00  0.000000E+00  7.556270E-15  2.715868E-18 -4.538752E-02 -3.645071E-17  6.211984E-13 -2.688415E-17  4.425639E-14  3.846688E-16 -3.403245E-18 -2.521435E-17  3.693212E-06  2.331802E-05  1.003297E-16 -7.696105E-17  1.557885E-17  4.860472E-17
      21    10-1  4.330127E+00 -7.500000E+00  0.000000E+00  4.941670E-13  3.788803E-13  1.343281E-16  2.491355E-17 -7.976324E-04  3.101217E-03  1.163380E-02 -4.375417E-02 -1.226637E-17  3.290861E-17 -1.908174E-21  1.003493E-20  4.176697E-06 -2.323629E-05  6.197003E-17  9.347038E-18
      22    11-0  5.196152E+00 -8.000000E+00  0.000000E+00  2.510983E-16  7.792867E-16 -1.580364E-03 -4.863860E-03 -1.663110E-12 -5.117777E-12 -1.146814E-13 -3.627725E-13  1.374838E-16 -2.190755E-17 -2.742585E-06  5.231761E-07 -1.957608E-16  4.610460E-17  6.441219E-17 -1.043783E-17
      23    11-1  5.196152E+00 -8.000000E+00  0.000000E+00 -1.798133E-12  5.085984E-12  1.283958E-17  8.598917E-17  3.601086E-04 -2.250572E-05 -5.093908E-03  2.767796E-04 -5.619362E-17  2.638555E-18  1.204490E-21  1.902315E-22 -2.762159E-06 -4.073894E-07 -3.868034E-17 -7.387454E-17
      24    12-0  5.196152E+00 -9.000000E+00  0.000000E+00 -1.313744E-15 -4.077096E-15  7.806311E-03  2.402535E-02 -3.395490E-13 -1.044839E-12 -2.347615E-14 -7.427981E-14  7.268322E-17  5.158458E-18  4.887308E-07 -9.323038E-08  6.543436E-18  3.361491E-17 -7.049382E-17 -1.037319E-17
      25    12-1  5.196152E+00 -9.000000E+00  0.000000E+00  3.669900E-13 -1.038392E-12 -2.834273E-17 -9.165477E-17  1.778780E-03 -1.111685E-04 -2.516169E-02  1.367171E-03 -3.132428E-17  4.011851E-17  2.632329E-22  4.566426E-23 -4.922188E-07 -7.259709E-08 -3.526381E-17  5.771130E-17
      26    13-0  6.062178E+00 -9.500000E+00  0.000000E+00  3.470467E-16 -2.190540E-16 -2.302817E-03  1.673095E-03 -7.828148E-12  5.688010E-12 -5.568765E-13  3.978335E-13 -1.044301E-17 -1.772087E-17  1.283580E-08  5.742405E-08  4.337065E-17  9.279678E-17  6.104500E-18 -1.205032E-17
      27    13-1  6.062178E+00 -9.500000E+00  0.000000E+00  9.697511E-12  2.488499E-13  5.695851E-17  1.538726E-16 -7.384910E-05 -1.867485E-04  1.022624E-03  2.648797E-03  2.025962E-17 -4.096936E-17  3.728541E-24 -2.570339E-23 -6.752869E-09  5.845236E-08 -5.368518E-18  2.285425E-17
      28    14-0  6.062178E+00 -1.050000E+01  0.000000E+00 -1.985375E-15  1.360328E-15  1.137491E-02 -8.264359E-03 -1.588919E-12  1.154622E-12 -1.131542E-13  8.077954E-14 -3.601244E-18 -6.410334E-17  6.568052E-08  2.938378E-07  2.909512E-17  1.086560E-16 -6.255494E-18  7.056404E-17
      29    14-1  6.062178E+00 -1.050000E+01  0.000000E+00 -1.968513E-12 -5.050864E-14  9.049996E-17 -8.665898E-17 -3.647824E-04 -9.224561E-04  5.051317E-03  1.308390E-02 -6.070355E-17  2.211759E-17 -1.563637E-23  1.262737E-22  3.455430E-08 -2.990996E-07 -1.095773E-17 -2.923657E-17
      30    15-0  6.928203E+00 -1.100000E+01  0.000000E+00 -1.906013E-16 -1.095248E-16  1.281700E-03  9.312098E-04  1.406943E-11  1.022109E-11  9.892297E-13  7.309571E-13  1.358244E-16 -1.443304E-17 -3.448908E-08  8.855291E-09  1.007359E-16 -6.454005E-17  5.882321E-17 -1.019875E-17
      31    15-1  6.928203E+00 -1.100000E+01  0.000000E+00 -4.960159E-12 -1.671316E-11  2.249568E-17 -3.090500E-17 -8.615164E-05  7.121049E-05  1.226226E-03 -9.968871E-04 -2.178464E-17 -1.746807E-16  1.547027E-23  1.426790E-24 -3.548340E-08 -2.973411E-09  7.109469E-17 -3.904251E-18
      32    16-0  6.928203E+00 -1.200000E+01  0.000000E+00  1.150571E-15  7.848271E-16 -6.331042E-03 -4.599771E-03  2.850609E-12  2.070877E-12  2.002727E-13  1.483097E-13  6.214488E-17 -1.899231E-17  2.380077E-08 -6.110999E-09  1.509036E-17 -9.715640E-17 -8.792141E-18 -7.319011E-18
      33    16-1  6.928203E+00 -1.200000E+01  0.000000E+00  1.004798E-12  3.386309E-12  7.192304E-19  3.781037E-17 -4.255516E-04  3.517488E-04  6.057024E-03 -4.924188E-03 -1.700652E-16  3.424855E-17  1.112668E-23  1.088489E-24 -2.448695E-08 -2.051938E-09  6.920907E-17  6.082559E-17
      34    17-0  7.794229E+00 -1.250000E+01  0.000000E+00 -2.170665E-17  1.168927E-16  2.724823E-04 -8.386142E-04  9.654732E-12 -2.971811E-11  6.997946E-13 -2.096282E-12 -4.924541E-17  2.545822E-17  8.107638E-10  2.790667E-09 -9.515850E-18  2.543949E-17 -3.671152E-17 -3.774203E-17
      35    17-1  7.794229E+00 -1.250000E+01  0.000000E+00 -2.580661E-11  1.775614E-11 -1.585175E-16  1.742745E-18  5.251187E-05  3.335570E-05 -7.385922E-04 -4.776315E-04  3.996214E-17  9.432347E-17  8.448313E-26 -1.269261E-24 -1.515866E-10  2.902100E-09  2.523258E-17  3.516430E-17
      36    18-0  7.794229E+00 -1.350000E+01  0.000000E+00  2.695012E-16 -7.630495E-16 -1.345944E-03  4.142389E-03  1.955006E-12 -6.017808E-12  1.418696E-13 -4.243945E-13 -2.458867E-17 -7.479948E-17  7.737979E-10  2.663430E-09 -7.750291E-17 -5.642243E-17  4.606856E-17  5.708093E-17
      37    18-1  7.794229E+00 -1.350000E+01  0.000000E+00  5.225843E-12 -3.595623E-12  5.433271E-17 -8.093379E-18  2.593858E-04  1.647626E-04 -3.648324E-03 -2.359292E-03 -6.149424E-17 -7.005399E-17 -6.417232E-26  1.123735E-24  1.446752E-10 -2.769782E-09 -8.697026E-17 -1.244557E-16
      38    19-0  8.660254E+00 -1.400000E+01  0.000000E+00  2.177270E-17 -1.995917E-19 -4.907756E-04 -9.015027E-19 -5.614290E-11  2.244038E-15 -3.970678E-12 -3.195896E-14 -2.980566E-17  4.532467E-17 -3.119559E-10  1.013606E-10  7.426166E-17 -5.614337E-17  6.756559E-17 -2.242584E-17
      39    19-1  8.660254E+00 -1.400000E+01  0.000000E+00  4.467023E-11  3.423978E-11 -3.320246E-17 -6.059714E-17  8.624804E-06 -3.353348E-05 -1.257964E-04  4.731142E-04  8.060049E-17 -6.181361E-17  1.428294E-25  3.722420E-27 -3.279393E-10 -6.812300E-12  8.724751E-17 -6.197431E-18
      40    20-0  8.660254E+00 -1.500000E+01  0.000000E+00 -4.575584E-16  7.890854E-19  2.424218E-03  4.663892E-18 -1.136671E-11  4.614956E-16 -8.039461E-13 -6.571528E-15  1.357362E-17  2.033205E-17  4.811735E-10 -1.563427E-10 -8.315000E-17  6.323344E-17 -5.191786E-17  1.080766E-17
      41    20-1  8.660254E+00 -1.500000E+01  0.000000E+00 -9.044024E-12 -6.932296E-12 -8.232145E-17  2.360220E-17  4.260278E-05 -1.656408E-04 -6.213793E-04  2.336978E-03  1.299384E-16  6.034685E-17  2.220948E-25  7.106049E-27 -5.058266E-10 -1.050756E-11  1.360788E-17  1.887098E-17
      42    21-0  9.526279E+00 -1.550000E+01  0.000000E+00  1.867119E-19  1.563340E-17  8.440969E-05  2.597863E-04  3.117500E-11  9.593362E-11  2.149847E-12  6.802812E-12  1.502198E-19 -1.135118E-17  2.026793E-11  5.629628E-11 -2.643317E-17  1.760461E-17 -3.858349E-19  3.867318E-17
      43    21-1  9.526279E+00 -1.550000E+01  0.000000E+00  3.370618E-11 -9.534133E-11  4.075634E-17  1.374206E-17 -1.923396E-05  1.202065E-06  2.720735E-04 -1.478323E-05 -5.746060E-17  9.612690E-17  1.601364E-29 -2.615017E-26  6.369682E-13  5.983023E-11  1.922016E-17  4.293492E-17
      44    22-0  9.526279E+00 -1.650000E+01  0.000000E+00  9.653336E-17  2.929240E-16 -4.169472E-04 -1.283231E-03  6.311421E-12  1.942187E-11  4.351159E-13  1.377223E-12  2.258292E-17 -1.239105E-16  3.114221E-12  8.650102E-12  2.105703E-17 -2.135099E-17 -3.648897E-17 -4.503983E-17
      45    22-1  9.526279E+00 -1.650000E+01  0.000000E+00 -6.823902E-12  1.930195E-11 -8.374660E-18  1.420084E-16 -9.500738E-05  5.937680E-06  1.343925E-03 -7.302272E-05  5.397053E-17 -8.549128E-17  9.512650E-29  2.746326E-27 -9.787362E-14 -9.193236E-12 -7.193721E-17 -8.493199E-17
      46    23-0  1.039230E+01 -1.700000E+01  0.000000E+00 -2.046632E-17 -6.281436E-18  1.229970E-04 -8.936258E-05  1.466187E-10 -1.065338E-10  1.043080E-11 -7.450365E-12 -6.388066E-19 -3.397352E-17 -1.010885E-12  4.002550E-13  1.896101E-16  1.186315E-18  1.363178E-17  3.158196E-17
      47    23-1  1.039230E+01 -1.700000E+01  0.000000E+00 -1.816291E-10 -4.661316E-12  1.646686E-16  3.638133E-17  3.944395E-06  9.974525E-06 -5.461992E-05 -1.414763E-04  2.034236E-18  6.800589E-17  4.681031E-28 -2.419402E-29 -1.086322E-12  4.571962E-14 -6.159603E-19  5.381907E-17
      48    24-0  1.039230E+01 -1.800000E+01  0.000000E+00  2.196416E-16 -1.871015E-16 -6.075518E-04  4.414122E-04  2.968280E-11 -2.156769E-11  2.111744E-12 -1.508185E-12  4.345358E-17 -1.646010E-17  7.079313E-12 -2.802896E-12  3.340981E-18 -9.639120E-17  1.271502E-16 -5.994723E-17
      49    24-1  1.039230E+01 -1.800000E+01  0.000000E+00  3.677022E-11  9.436351E-13 -8.370203E-17 -1.236744E-16  1.948359E-05  4.926981E-05 -2.697986E-04 -6.988316E-04  5.922629E-17 -1.778473E-17  3.266332E-27 -9.927975E-29 -7.607230E-12  3.201625E-13  1.835229E-19 -3.817242E-17
      50    25-0  1.125833E+01 -1.850000E+01  0.000000E+00  3.798327E-18  5.317083E-18 -6.845760E-05 -4.973736E-05 -2.634439E-10 -1.913870E-10 -1.852207E-11 -1.368738E-11 -1.021722E-17  5.088244E-18  3.575843E-13  8.262667E-13 -8.038412E-17 -3.288206E-17 -5.447665E-18 -1.015280E-16
      51    25-1  1.125833E+01 -1.850000E+01  0.000000E+00  9.287687E-11  3.129473E-10 -6.228926E-17  5.555464E-17  4.601492E-06 -3.803462E-06 -6.549464E-05  5.324528E-05 -5.932944E-17  5.961032E-17 -3.318871E-29 -3.953547E-28  6.610365E-14  8.980226E-13 -4.981220E-17  5.126120E-17
      52    26-0  1.125833E+01 -1.950000E+01  0.000000E+00 -1.041864E-16 -5.584693E-17  3.381508E-04  2.456809E-04 -5.333368E-11 -3.874586E-11 -3.749721E-12 -2.770955E-12 -2.021323E-17 -5.115862E-17 -1.258235E-13 -2.906417E-13 -9.872760E-18 -6.228562E-17  1.653304E-17  5.781185E-17
      53    26-1  1.125833E+01 -1.950000E+01  0.000000E+00 -1.880270E-11 -6.335544E-11  8.040955E-17  8.655916E-17  2.272937E-05 -1.878745E-05 -3.235150E-04  2.630085E-04 -8.640998E-17  6.802232E-17 -1.137061E-29 -1.525504E-28  2.325968E-14  3.159843E-13 -6.836794E-17  2.204112E-18
      54    27-0  1.212436E+01 -2.000000E+01  0.000000E+00  2.099759E-18  2.167787E-17 -1.455370E-05  4.479168E-05 -1.807672E-10  5.564201E-10 -1.310478E-11  3.924905E-11  1.537085E-16 -5.784128E-17  3.383507E-14 -1.598580E-14  4.136120E-16 -1.629697E-16  1.357210E-17 -4.533135E-17
      55    27-1  1.212436E+01 -2.000000E+01  0.000000E+00  4.831839E-10 -3.324544E-10 -9.048392E-17 -3.109398E-17 -2.804741E-06 -1.781580E-06  3.944935E-05  2.551104E-05  6.395806E-17  2.703907E-17 -1.189514E-29 -4.267670E-30  3.726450E-14 -3.923208E-15  5.463389E-17 -1.575027E-17
      56    28-0  1.212436E+01 -2.100000E+01  0.000000E+00 -4.096307E-17  7.680574E-17  7.188895E-05 -2.212514E-04 -3.659579E-11  1.126457E-10 -2.653171E-12  7.945872E-12 -7.586546E-17  4.567558E-17  7.973693E-14 -3.750414E-14 -5.526748E-17  3.697660E-17  6.899164E-19  1.163102E-17
      57    28-1  1.212436E+01 -2.100000E+01  0.000000E+00 -9.781909E-11  6.730432E-11 -1.522335E-17 -4.390889E-17 -1.385420E-05 -8.800228E-06  1.948626E-04  1.260134E-04 -6.506270E-17  4.766520E-17  4.221324E-29  1.376744E-30 -8.747157E-14  9.209011E-15 -5.073966E-17 -1.737308E-17
      58    29-0  1.299038E+01 -2.150000E+01  0.000000E+00  3.383854E-17 -3.547471E-18  2.621308E-05  7.887386E-20  1.051148E-09 -4.224049E-14  7.434285E-11  6.015578E-13  7.239315E-18  4.054115E-17  4.670406E-15  9.062738E-15  5.188622E-17  4.858584E-17 -2.621564E-17  2.403006E-17
      59    29-1  1.299038E+01 -2.150000E+01  0.000000E+00 -8.363497E-10 -6.410607E-10 -8.446180E-17 -6.802961E-17 -4.606642E-07  1.791075E-06  6.718979E-06 -2.526976E-05 -4.631002E-17  7.231737E-18  1.529392E-30 -1.109620E-29  1.413484E-15  1.030536E-14  7.232609E-17  3.872118E-17
      60    30-0  1.299038E+01 -2.250000E+01  0.000000E+00  4.249647E-17 -2.370836E-18 -1.294812E-04 -4.253991E-19  2.128018E-10 -8.561617E-15  1.505056E-11  1.219266E-13  1.817250E-18 -1.643741E-17 -4.198664E-15 -8.437197E-15  7.603322E-17  2.694907E-16 -4.585757E-20  4.417474E-17
      61    30-1  1.299038E+01 -2.250000E+01  0.000000E+00  1.693164E-10  1.297807E-10 -6.233051E-17  4.135993E-17 -2.275481E-06  8.847131E-06  3.318883E-05 -1.248216E-04 -1.378625E-17 -7.126493E-17  3.857544E-31  8.174688E-31  1.301376E-15  9.488006E-15 -6.254744E-17 -3.572415E-17
      62    31-0  1.385641E+01 -2.300000E+01  0.000000E+00  8.981556E-18 -8.497701E-18 -4.508453E-06 -1.387559E-05 -5.836775E-10 -1.796129E-09 -4.024759E-11 -1.273674E-10 -8.912385E-18  6.037915E-18  1.008996E-15 -5.500481E-16 -1.702824E-16  1.638593E-16 -3.491358E-17  2.067921E-17
      63    31-1  1.385641E+01 -2.300000E+01  0.000000E+00 -6.310667E-10  1.785037E-09 -2.494732E-17 -6.690600E-17  1.027315E-06 -6.420418E-08 -1.453187E-05  7.895951E-07 -4.339011E-17  6.055805E-17  3.017561E-30  1.431031E-30  1.116695E-15 -1.890745E-16 -2.494044E-16 -3.401630E-17
      64    32-0  1.385641E+01 -2.400000E+01  0.000000E+00 -2.469348E-17 -1.231625E-17  2.226979E-05  6.853938E-05 -1.181638E-10 -3.636210E-10 -8.147915E-12 -2.578524E-11  4.679350E-17 -9.886211E-18  6.545690E-16 -3.638985E-16 -9.480064E-17 -2.256414E-17  4.534078E-17  7.015337E-18
      65    32-1  1.385641E+01 -2.400000E+01  0.000000E+00  1.277575E-10 -3.613751E-10  6.506691E-17  4.124111E-17  5.074491E-06 -3.171407E-07 -7.178110E-05  3.900256E-06 -7.275265E-17  5.425653E-17 -1.103116E-30 -1.233580E-30 -6.605004E-16  1.118334E-16  1.499071E-16  2.000056E-17
      66    33-0  1.472243E+01 -2.450000E+01  0.000000E+00 -2.707844E-17  2.936630E-17 -6.569462E-06  4.772994E-06 -2.745079E-09  1.994585E-09 -1.952937E-10  1.394884E-10  8.284167E-18  3.513571E-17  3.515089E-17  1.269623E-16 -3.792470E-18 -5.890372E-17 -4.828388E-17 -6.583224E-17
      67    33-1  1.472243E+01 -2.450000E+01  0.000000E+00  3.400560E-09  8.727134E-11 -1.068155E-17  1.360379E-17 -2.106762E-07 -5.327548E-07  2.917335E-06  7.556471E-06  1.706888E-17  4.058083E-17 -4.776857E-30  3.366595E-30  1.567285E-17  7.765897E-17  2.425802E-17 -6.281548E-17
      68    34-0  1.472243E+01 -2.550000E+01  0.000000E+00 -1.392637E-17  3.433963E-17  3.245028E-05 -2.357651E-05 -5.557331E-10  4.037978E-10 -3.953646E-11  2.823889E-11  1.700916E-17  4.854058E-17 -8.931149E-17 -1.371151E-16  3.156024E-17 -3.064976E-17  3.238309E-18  2.961340E-18
      69    34-1  1.472243E+01 -2.550000E+01  0.000000E+00 -6.884330E-10 -1.766782E-11 -1.533274E-16  1.456939E-17 -1.040649E-06 -2.631577E-06  1.441036E-05  3.732568E-05  5.118265E-17 -4.877230E-17  9.547291E-31 -3.490563E-30  3.425062E-17  1.697118E-16  6.137050E-17 -4.448038E-17
      70    35-0  1.558846E+01 -2.600000E+01  0.000000E+00 -3.818994E-17  1.303047E-17  3.656427E-06  2.656549E-06  4.932342E-09  3.583253E-09  3.467796E-10  2.562640E-10 -4.390074E-17 -5.093743E-17  5.198977E-17  5.975106E-17 -8.032425E-17  4.534519E-17 -7.248616E-17  4.955984E-17
      71    35-1  1.558846E+01 -2.600000E+01  0.000000E+00 -1.738891E-09 -5.859171E-09 -4.622524E-17 -1.137605E-16 -2.457728E-07  2.031488E-07  3.498170E-06 -2.843913E-06  6.234358E-17 -2.399687E-17 -1.962484E-30 -1.321051E-30  1.993354E-17 -4.679027E-18  6.905757E-17 -4.047250E-17
      72    36-0  1.558846E+01 -2.700000E+01  0.000000E+00 -1.951542E-17 -1.411418E-17 -1.806116E-05 -1.312220E-05  9.985378E-10  7.254188E-10  7.020446E-11  5.187982E-11  8.142176E-17 -4.463588E-17  6.493568E-17 -1.216091E-17  1.248012E-16 -3.030639E-18  4.469294E-17 -2.215525E-17
      73    36-1  1.558846E+01 -2.700000E+01  0.000000E+00  3.520333E-10  1.186171E-09  9.451248E-17 -4.598100E-18 -1.214011E-06  1.003467E-06  1.727944E-05 -1.404769E-05  9.958203E-17 -2.788611E-17  1.393819E-30 -3.038770E-31  7.390353E-19 -1.734747E-19 -6.162119E-17 -3.658432E-17
      74    37-0  1.645448E+01 -2.750000E+01  0.000000E+00 -7.861454E-18  2.988439E-17  7.773357E-07 -2.392393E-06  3.384422E-09 -1.041760E-08  2.453570E-10 -7.348404E-10  1.195370E-17 -4.813729E-17  5.057857E-18  3.072279E-17  3.899299E-17  4.370140E-17  1.684597E-17  1.726346E-16
