#------------------------------------------------------------------------
# Program: Diag Quadratic
#          (c) Amal Medhi <amedhi@iisertvm.ac.in>
#------------------------------------------------------------------------
# job_72176_diag.x_20260122172037_amedhi@isha.local
# Lattice: HONEYCOMB2 (Size = 1x100x1, Sites/unitcell = 100, Boundary = 0-1-0)
# No of sites = 10000
# Model: MKM
# lambda = 0.060000
# eta = 0.600000
# lambda_R = 0.840000
# t = 1.000000
# Results: WaveFunction
#------------------------------------------------------------------------
# wf_0:   psi(25,98,0)        cols: (6,7)
# wf_1:   psi(25,99,0)        cols: (8,9)
# wf_2:   psi(25,100,0)       cols: (10,11)
# wf_3:   psi(25,101,0)       cols: (12,13)
# wf_4:   psi(49,98,0)        cols: (14,15)
# wf_5:   psi(49,99,0)        cols: (16,17)
# wf_6:   psi(49,100,0)       cols: (18,19)
# wf_7:   psi(49,101,0)       cols: (20,21)
#------------------------------------------------------------------------
# basis   label   xcoord        ycoord        zcoord        Re[wf_1]      Im[wf_1]      Re[wf_2]      Im[wf_2]      Re[wf_3]      Im[wf_3]      Re[wf_4]      Im[wf_4]      Re[wf_5]      Im[wf_5]      Re[wf_6]      Im[wf_6]      Re[wf_7]      Im[wf_7]      Re[wf_8]      Im[wf_8]      
#------------------------------------------------------------------------
      10     5-0  2.598076E+00 -3.500000E+00  0.000000E+00  9.519714E-03  1.242078E-02 -1.315549E-02 -1.458947E-02  3.038893E-02  2.226118E-02  4.311294E-02  3.351150E-02 -5.695825E-03 -2.864639E-03  1.396081E-02 -1.765225E-02 -7.650478E-03 -8.963199E-03 -1.502637E-02 -1.737984E-02
      11     5-1  2.598076E+00 -3.500000E+00  0.000000E+00 -7.143811E-03  8.556842E-03  1.142725E-02 -3.308066E-03 -2.468725E-02 -1.295061E-02 -4.020357E-02 -2.259754E-02  1.897247E-02  1.143107E-02  4.364752E-03 -3.300137E-03  2.031448E-02  1.064675E-02  4.003125E-02  2.091728E-02
      12     6-0  2.598076E+00 -4.500000E+00  0.000000E+00  3.564285E-02  1.106192E-01 -3.619056E-02 -1.123147E-01  2.823181E-02  5.037892E-02  6.656509E-02  1.885193E-02  2.459178E-02  3.859731E-02 -3.464981E-03  1.295515E-02 -2.711296E-02 -3.740771E-02 -5.014931E-02 -6.906556E-02
      13     6-1  2.598076E+00 -4.500000E+00  0.000000E+00  5.125895E-04 -1.217708E-01 -2.771718E-03  1.198168E-01 -4.824921E-03 -3.077230E-02 -1.062981E-02  8.833155E-02 -9.522653E-03 -1.197909E-02 -1.039921E-02  4.479093E-02  1.510584E-02  1.239771E-02  2.823663E-02  2.287034E-02
      14     7-0  3.464102E+00 -5.000000E+00  0.000000E+00 -1.486031E-02 -3.650349E-02 -2.509834E-03  3.524185E-02  4.602097E-02 -2.014694E-02  7.489595E-02 -3.855806E-02  2.580802E-03 -8.519833E-03 -2.145353E-02 -2.134291E-02  8.685127E-03 -1.211830E-02  1.646298E-02 -2.348148E-02
      15     7-1  3.464102E+00 -5.000000E+00  0.000000E+00  1.581668E-02 -1.005358E-03 -5.208968E-03 -1.647086E-03 -3.039053E-02  2.260835E-03 -5.175416E-02  1.206550E-02 -1.033126E-02  2.791105E-02 -4.315965E-03 -6.103141E-03 -8.208820E-03  2.892584E-02 -1.591180E-02  5.628873E-02
      16     8-0  3.464102E+00 -6.000000E+00  0.000000E+00  6.655339E-02  7.828412E-02 -6.506648E-02 -8.125286E-02  1.740679E-02  3.404625E-02 -3.680445E-02  1.919640E-02 -3.848296E-02  3.640016E-02  1.428615E-02  5.526954E-03  3.535929E-02 -3.928887E-02  6.367414E-02 -7.097799E-02
      17     8-1  3.464102E+00 -6.000000E+00  0.000000E+00 -8.887983E-02 -1.438962E-01  8.566828E-02  1.503796E-01 -3.192850E-02 -8.248019E-02 -1.599653E-02 -1.208177E-01  1.168675E-02 -1.316623E-02  5.030072E-02  1.771341E-02 -1.038798E-02  2.014156E-02 -1.871813E-02  3.678323E-02
      18     9-0  4.330127E+00 -6.500000E+00  0.000000E+00 -3.983849E-03  2.011318E-02 -3.296950E-04 -6.496828E-03  3.443190E-02 -2.953305E-02  3.781640E-02 -4.356661E-02  1.107230E-02  1.534660E-03 -2.949669E-02  2.374685E-02  1.652174E-02  7.241486E-03  3.134001E-02  1.341268E-02
      19     9-1  4.330127E+00 -6.500000E+00  0.000000E+00 -2.305639E-03  1.939232E-03  8.605922E-03 -5.547841E-03 -3.340156E-02  2.184225E-02 -4.272775E-02  3.426004E-02 -3.682419E-02 -6.091519E-03 -8.368445E-03  4.836486E-03 -3.702011E-02 -2.401271E-03 -7.088304E-02 -4.464467E-03
      20    10-0  4.330127E+00 -7.500000E+00  0.000000E+00  1.124737E-01  1.608140E-02 -1.143193E-01 -1.865929E-02  5.077760E-02  7.927265E-03  4.611789E-02 -4.124293E-03 -4.868669E-02 -3.505784E-02  7.724068E-03 -1.544472E-02  5.141164E-02  2.969388E-02  9.025677E-02  5.194708E-02
      21    10-1  4.330127E+00 -7.500000E+00  0.000000E+00 -1.197905E-01 -1.972360E-02  1.228216E-01  2.301226E-02 -4.930087E-02  4.145823E-03 -7.681480E-03  7.617291E-02  1.707059E-02  1.014765E-02  2.631875E-02 -5.442597E-02 -2.476628E-02 -6.495977E-03 -4.401255E-02 -1.110955E-02
      22    11-0  5.196152E+00 -8.000000E+00  0.000000E+00 -2.144877E-02 -1.880046E-02  1.035037E-02  3.045307E-02  1.402117E-02 -6.557942E-02  1.483021E-02 -9.046332E-02  5.744395E-04  1.368034E-02  2.434183E-02  3.832756E-02 -3.952896E-03  2.081191E-02 -6.850439E-03  3.864108E-02
      23    11-1  5.196152E+00 -8.000000E+00  0.000000E+00  1.423567E-02 -1.033181E-02 -7.179479E-03 -4.202301E-03 -1.613603E-02  4.197650E-02 -1.797793E-02  6.203090E-02 -1.128625E-03 -4.466914E-02  4.938829E-03  1.048253E-02 -6.292014E-03 -4.350480E-02 -1.195274E-02 -8.159655E-02
      24    12-0  5.196152E+00 -9.000000E+00  0.000000E+00  7.843180E-02 -3.594136E-02 -8.071947E-02  3.490163E-02  2.145193E-02 -9.096000E-03 -3.130038E-02  1.245994E-02  2.810381E-02 -6.062662E-02 -1.606711E-02 -1.039634E-02 -2.023460E-02  6.248255E-02 -3.411047E-02  1.061415E-01
      25    12-1  5.196152E+00 -9.000000E+00  0.000000E+00 -1.307225E-01  2.845943E-03  1.304861E-01  3.187427E-04 -4.545787E-02 -1.555075E-02 -1.064074E-02 -6.915773E-02 -7.641072E-03  2.057465E-02 -5.705023E-02 -3.584259E-02  1.318778E-03 -2.844559E-02  1.849540E-03 -4.888178E-02
      26    13-0  6.062178E+00 -9.500000E+00  0.000000E+00  3.004824E-03  3.480398E-02  1.145835E-02 -1.103715E-02 -2.465944E-02 -5.766201E-02 -4.115784E-02 -6.445859E-02 -1.549130E-02  3.488934E-03  4.734086E-02 -2.315960E-02 -2.408909E-02  5.580242E-04 -4.340848E-02  1.523079E-03
      27    13-1  6.062178E+00 -9.500000E+00  0.000000E+00 -8.433208E-03 -4.767920E-03  2.618099E-03 -6.188122E-03  7.607770E-03  5.027553E-02  1.772747E-02  6.071201E-02  5.076495E-02 -1.108330E-02  1.294040E-02 -4.601950E-03  4.758692E-02 -1.759811E-02  8.711017E-02 -3.245513E-02
      28    14-0  6.062178E+00 -1.050000E+01  0.000000E+00  6.040204E-02 -8.033604E-02 -6.263726E-02  7.938771E-02  2.526297E-02 -2.186216E-02  2.369598E-02  3.888580E-03  7.120278E-02  1.776836E-02 -1.304155E-02  1.632230E-02 -7.135094E-02 -7.427069E-03 -1.166357E-01 -1.187482E-02
      29    14-1  6.062178E+00 -1.050000E+01  0.000000E+00 -7.415209E-02  1.142345E-01  8.259947E-02 -1.110541E-01 -2.780608E-02  4.150828E-02  1.199414E-02  4.423177E-02 -2.376307E-02 -4.042172E-03 -4.614323E-02  5.794343E-02  3.084909E-02 -5.281526E-03  5.107509E-02 -9.368209E-03
      30    15-0  6.928203E+00 -1.100000E+01  0.000000E+00 -7.475749E-03 -8.294252E-03  1.677103E-02  1.527971E-02 -5.885267E-02 -4.952981E-02 -6.953380E-02 -5.242148E-02 -7.125206E-03 -1.681129E-02 -2.018715E-02 -5.639203E-02 -6.445226E-03 -2.635487E-02 -1.195583E-02 -4.605499E-02
      31    15-1  6.928203E+00 -1.100000E+01  0.000000E+00  3.174282E-03 -1.262811E-02 -1.200657E-02 -2.456861E-03  3.935551E-02  4.219620E-02  5.038311E-02  4.707405E-02  2.323036E-02  5.421860E-02 -3.714537E-03 -1.512369E-02  3.059773E-02  4.839869E-02  5.471028E-02  8.603443E-02
      32    16-0  6.928203E+00 -1.200000E+01  0.000000E+00 -1.192676E-02 -8.380147E-02  8.469698E-03  8.628283E-02 -3.558839E-03 -1.783023E-02 -1.393818E-02  2.742355E-02 -4.373661E-03  7.960331E-02  1.605549E-02  1.601693E-02 -8.249291E-03 -7.714900E-02 -1.325694E-02 -1.207710E-01
      33    16-1  6.928203E+00 -1.200000E+01  0.000000E+00 -2.546223E-02  8.715094E-02  2.563350E-02 -9.096356E-02 -1.132443E-02  1.210579E-02 -1.179449E-02 -6.467808E-02 -4.684307E-04 -2.601813E-02  5.702531E-02  5.678022E-02  1.260160E-02  3.149554E-02  2.065104E-02  4.982999E-02
      34    17-0  7.794229E+00 -1.250000E+01  0.000000E+00  2.187704E-02  3.092960E-02  1.222335E-02 -2.334327E-02 -8.124031E-02 -2.140047E-03 -8.812413E-02  8.713659E-03  1.696256E-02 -1.132192E-02 -6.500135E-02  1.539216E-02  2.685053E-02 -1.306361E-02  4.505274E-02 -2.279435E-02
      35    17-1  7.794229E+00 -1.250000E+01  0.000000E+00 -1.826325E-02  6.711637E-04 -3.090686E-03 -3.421826E-04  5.950011E-02  1.590413E-02  6.771870E-02  9.925061E-03 -5.456838E-02  3.686605E-02 -1.742421E-02  2.473216E-03 -4.554364E-02  4.449072E-02 -7.829765E-02  7.694376E-02
      36    18-0  7.794229E+00 -1.350000E+01  0.000000E+00 -3.701406E-02 -7.080467E-02  3.701202E-02  7.167873E-02  1.665076E-03 -1.363948E-02  3.757904E-02  1.289217E-02 -8.497252E-02  1.153346E-02  1.880951E-02 -1.528609E-02  7.900332E-02 -2.586076E-02  1.176736E-01 -3.891357E-02
      37    18-1  7.794229E+00 -1.350000E+01  0.000000E+00  5.398931E-02  1.216632E-01 -4.479622E-02 -1.216317E-01  4.519339E-03  3.229887E-02 -8.704207E-03  8.680545E-03  2.739769E-02 -5.639754E-03  6.756922E-02 -5.422407E-02 -3.028871E-02  2.044522E-02 -4.559604E-02  3.175868E-02
      38    19-0  8.660254E+00 -1.400000E+01  0.000000E+00  4.451163E-03 -2.022403E-02  8.999105E-03 -1.131151E-03 -7.633686E-02  3.815697E-02 -6.911384E-02  4.163545E-02  1.569105E-02  1.619841E-02  8.925757E-03  7.299190E-02  2.017229E-02  2.571429E-02  3.355424E-02  4.135002E-02
      39    19-1  8.660254E+00 -1.400000E+01  0.000000E+00 -3.385785E-03 -2.009400E-03 -1.251427E-02  5.788444E-03  6.474697E-02 -2.068456E-02  6.334877E-02 -2.546179E-02 -5.117291E-02 -5.130191E-02  6.385166E-04  1.935033E-02 -5.810391E-02 -3.865338E-02 -9.670662E-02 -6.385479E-02
      40    20-0  8.660254E+00 -1.500000E+01  0.000000E+00 -8.212526E-02 -2.460606E-02  8.033125E-02  2.928156E-02 -7.973412E-03 -3.804537E-03  2.380885E-02  1.416674E-02 -2.916216E-02 -8.671712E-02 -1.405196E-02 -2.173936E-02  4.442513E-02  7.646139E-02  6.307243E-02  1.077258E-01
      41    20-1  8.660254E+00 -1.500000E+01  0.000000E+00  7.784982E-02  2.864879E-02 -8.288515E-02 -3.844365E-02  4.178585E-03  1.617575E-04 -4.849194E-02 -4.515588E-02  1.137865E-02  2.750146E-02 -4.951657E-02 -7.805677E-02 -2.807369E-02 -2.696196E-02 -4.107579E-02 -3.815574E-02
      42    21-0  9.526279E+00 -1.550000E+01  0.000000E+00  2.493678E-02  1.009282E-02 -1.319303E-03 -3.043887E-02 -4.464995E-02  8.385458E-02 -3.423461E-02  8.027858E-02 -1.415766E-02  2.014923E-02  7.995173E-02 -8.206419E-04 -2.247938E-02  2.713128E-02 -3.415726E-02  4.289619E-02
      43    21-1  9.526279E+00 -1.550000E+01  0.000000E+00 -1.604335E-02  1.452472E-02 -2.313019E-05  9.033478E-03  4.497655E-02 -5.573890E-02  3.812710E-02 -5.617094E-02  4.432414E-02 -6.517380E-02  2.115797E-02  1.439919E-03  2.789758E-02 -7.039595E-02  4.402064E-02 -1.122418E-01
      44    22-0  9.526279E+00 -1.650000E+01  0.000000E+00 -6.223325E-02  1.218113E-02  6.582824E-02 -1.198868E-02  5.142787E-03 -5.060327E-03  5.231703E-02 -2.096984E-02  8.437726E-02 -4.766977E-02 -2.434785E-02  1.225436E-02 -6.919124E-02  6.271907E-02 -9.146448E-02  8.353836E-02
      45    22-1  9.526279E+00 -1.650000E+01  0.000000E+00  1.052557E-01  1.810019E-02 -1.000210E-01 -1.817646E-02  3.410810E-03  1.371133E-02 -4.271899E-02  2.979913E-02 -2.633123E-02  1.715654E-02 -8.803542E-02  4.298815E-02  2.170236E-02 -3.510928E-02  2.864007E-02 -4.826636E-02
      46    23-0  1.039230E+01 -1.700000E+01  0.000000E+00 -7.279468E-03 -3.614897E-02 -9.601590E-03 -4.362462E-03  6.816173E-03  9.491166E-02  1.261954E-02  7.402483E-02 -2.414959E-02 -1.101428E-02  8.636867E-03 -8.569780E-02 -3.348845E-02 -1.748482E-02 -5.012401E-02 -2.492897E-02
      47    23-1  1.039230E+01 -1.700000E+01  0.000000E+00  5.846504E-03  8.443311E-03 -2.553495E-03  1.189275E-02  8.931005E-03 -7.562814E-02  2.812196E-03 -6.371869E-02  7.795940E-02  3.364451E-02  4.065810E-03 -2.252060E-02  8.022692E-02  1.353065E-02  1.218433E-01  2.002880E-02
      48    24-0  1.039230E+01 -1.800000E+01  0.000000E+00 -5.697845E-02  5.423547E-02  5.710119E-02 -5.037068E-02  1.273856E-03 -7.521546E-03  2.386526E-02 -3.521230E-02  6.598422E-02  7.773363E-02  1.008861E-02  2.688142E-02 -7.954751E-02 -5.733642E-02 -9.869260E-02 -7.055691E-02
      49    24-1  1.039230E+01 -1.800000E+01  0.000000E+00  6.233791E-02 -7.637414E-02 -7.479115E-02  6.687919E-02 -4.981189E-03  1.515586E-03 -5.474495E-02  2.150233E-02 -2.294796E-02 -2.383347E-02  3.468600E-02  9.709091E-02  4.089471E-02  1.453571E-02  5.235060E-02  1.734407E-02
      50    25-0  1.125833E+01 -1.850000E+01  0.000000E+00  5.833004E-03  8.484462E-04 -1.814191E-02 -1.988714E-02  6.115326E-02  8.333621E-02  4.802963E-02  5.827733E-02  6.798395E-03 -2.766010E-02 -8.992724E-02 -1.934204E-02  1.061954E-02 -3.869648E-02  1.359377E-02 -5.451627E-02
      51    25-1  1.125833E+01 -1.850000E+01  0.000000E+00 -1.061262E-04  1.842329E-02  1.187069E-02  9.733416E-03 -3.598295E-02 -7.137126E-02 -3.046864E-02 -5.322853E-02 -1.959028E-02  8.853454E-02 -2.355201E-02 -6.806133E-03  3.696787E-03  8.666074E-02  5.837612E-03  1.246145E-01
      52    26-0  1.125833E+01 -1.950000E+01  0.000000E+00 -2.257855E-03  6.039904E-02  7.744046E-03 -6.351433E-02  3.153556E-03 -1.766983E-02  1.236423E-02 -6.135715E-02 -6.686665E-02  8.315012E-02  2.898294E-02 -7.377311E-03  4.122052E-02 -9.370210E-02  4.664928E-02 -1.073277E-01
      53    26-1  1.125833E+01 -1.950000E+01  0.000000E+00  3.876415E-02 -5.922438E-02 -3.612327E-02  6.497305E-02 -1.751944E-04  2.258347E-02 -1.304308E-02  7.949464E-02  1.993053E-02 -2.810494E-02  1.050186E-01 -2.483507E-02 -5.920769E-03  4.505104E-02 -5.766815E-03  5.328398E-02
      54    27-0  1.212436E+01 -2.000000E+01  0.000000E+00 -3.023467E-02 -2.846413E-02 -2.154400E-02  1.146676E-02  9.875777E-02  3.490453E-02  6.413612E-02  1.640049E-02  3.015538E-02  1.585632E-03 -3.091374E-02  9.248065E-02  4.229210E-02  2.429943E-03  5.562633E-02  1.859328E-03
      55    27-1  1.212436E+01 -2.000000E+01  0.000000E+00  2.096622E-02  1.719029E-03  1.005892E-02  4.412942E-03 -7.106118E-02 -4.225243E-02 -4.926068E-02 -2.553896E-02 -9.611204E-02 -2.709122E-03 -9.971020E-03  2.410266E-02 -8.889798E-02  2.296699E-02 -1.202027E-01  3.166830E-02
      56    28-0  1.212436E+01 -2.100000E+01  0.000000E+00  1.672141E-02  6.091987E-02 -1.721225E-02 -5.934294E-02 -1.280920E-02 -1.984996E-02 -3.214437E-02 -5.146890E-02 -9.807397E-02 -5.199587E-02 -4.427062E-03 -3.080675E-02  1.041245E-01  2.160165E-02  1.089442E-01  2.210043E-02
      57    28-1  1.212436E+01 -2.100000E+01  0.000000E+00 -3.161713E-02 -9.867830E-02  1.650694E-02  9.473878E-02  7.440632E-03  1.924085E-02  1.256538E-02  6.111961E-02  3.264239E-02  1.497253E-02 -1.355577E-02 -1.114882E-01 -4.712838E-02  3.841174E-03 -5.091777E-02  5.561455E-03
      58    29-0  1.299038E+01 -2.150000E+01  0.000000E+00 -7.957971E-03  1.853292E-02 -1.817892E-02  4.215554E-03  1.060326E-01 -2.231825E-02  5.662709E-02 -1.411535E-02  4.210953E-03  3.162097E-02  9.319135E-02  4.318085E-02  6.870412E-03  4.392905E-02  9.913616E-03  5.353012E-02
      59    29-1  1.299038E+01 -2.150000E+01  0.000000E+00  1.045575E-02  3.630648E-03  1.804883E-02 -3.843062E-03 -8.583508E-02  3.508126E-03 -4.983712E-02  3.377152E-03 -1.630133E-02 -9.994392E-02  2.415861E-02  1.310977E-02 -4.310152E-02 -8.642027E-02 -5.503075E-02 -1.090120E-01
      60    30-0  1.299038E+01 -2.250000E+01  0.000000E+00  5.782830E-02  2.643570E-02 -5.371534E-02 -3.270943E-02 -2.408007E-02 -1.673281E-02 -5.185100E-02 -3.757948E-02  3.376062E-02 -1.099054E-01 -3.212556E-02  1.022118E-03  6.093469E-04  1.099443E-01  1.088407E-03  1.037648E-01
      61    30-1  1.299038E+01 -2.250000E+01  0.000000E+00 -4.555235E-02 -3.027923E-02  5.256054E-02  4.303392E-02  2.774221E-02  2.541594E-02  6.469431E-02  6.284847E-02 -8.786928E-03  3.597770E-02 -1.163257E-01  1.181603E-03 -1.410062E-02 -4.690858E-02 -1.522075E-02 -4.567350E-02
      62    31-0  1.385641E+01 -2.300000E+01  0.000000E+00 -3.184999E-02 -1.277994E-03 -1.019533E-02  3.098840E-02  7.745154E-02 -8.020510E-02  3.336746E-02 -3.854586E-02 -3.172975E-02  1.062289E-02  5.571457E-02 -9.195138E-02 -4.330651E-02  1.659087E-02 -4.827727E-02  2.016479E-02
      63    31-1  1.385641E+01 -2.300000E+01  0.000000E+00  1.995771E-02 -1.812394E-02  8.474373E-03 -1.268318E-02 -7.139817E-02  5.059855E-02 -3.468492E-02  2.575957E-02  9.955560E-02 -3.646887E-02  1.649343E-02 -2.373748E-02  7.900350E-02 -6.294396E-02  9.214081E-02 -7.421394E-02
      64    32-0  1.385641E+01 -2.400000E+01  0.000000E+00  4.722451E-02  3.056900E-03 -5.078877E-02 -2.003780E-03 -3.821983E-02  9.567236E-04 -7.060351E-02  4.005754E-03  1.178004E-01  1.277580E-02 -2.469874E-03  3.299862E-02 -1.105545E-01  2.419496E-02 -9.262974E-02  2.075206E-02
      65    32-1  1.385641E+01 -2.400000E+01  0.000000E+00 -8.336923E-02 -2.831347E-02  7.254493E-02  2.772072E-02  4.063451E-02  2.899311E-03  7.683912E-02  7.756202E-03 -3.813285E-02 -2.099543E-03 -1.210207E-02  1.193188E-01  4.424350E-02 -2.438109E-02  3.817148E-02 -2.282377E-02
      66    33-0  1.472243E+01 -2.450000E+01  0.000000E+00  8.541211E-03  3.957380E-02  5.377596E-03  1.798138E-02  2.284323E-02 -1.091921E-01  7.366723E-03 -3.827843E-02 -1.694400E-02 -3.044613E-02 -8.874185E-02 -6.829471E-02 -2.630615E-02 -4.036485E-02 -2.851373E-02 -4.068695E-02
      67    33-1  1.472243E+01 -2.450000E+01  0.000000E+00 -1.126449E-03 -1.288823E-02  5.566490E-03 -1.758927E-02 -3.342190E-02  8.299719E-02 -1.343479E-02  3.259308E-02  5.687411E-02  9.465774E-02 -2.272553E-02 -1.970936E-02  8.117232E-02  6.673940E-02  8.752781E-02  7.115891E-02
      68    34-0  1.472243E+01 -2.550000E+01  0.000000E+00  5.003914E-02 -3.540104E-02 -4.875030E-02  2.886727E-02 -3.538239E-02  2.253041E-02 -5.520010E-02  3.518332E-02  9.873392E-03  1.212122E-01  3.333930E-02  6.267021E-03 -4.789037E-02 -1.056705E-01 -3.542140E-02 -7.707297E-02
      69    34-1  1.472243E+01 -2.550000E+01  0.000000E+00 -4.785799E-02  4.895113E-02  6.390469E-02 -3.569874E-02  4.746851E-02 -1.771333E-02  8.347303E-02 -2.714925E-02 -5.362230E-03 -3.876277E-02  1.203492E-01  2.589413E-02  3.397793E-02  3.917865E-02  2.745056E-02  2.920502E-02
      70    35-0  1.558846E+01 -2.600000E+01  0.000000E+00 -5.428295E-03  1.001792E-02  1.693829E-02  2.799114E-02 -4.147880E-02 -1.065607E-01 -1.050969E-02 -2.845956E-02  2.777683E-02 -2.330881E-02 -8.049405E-02  8.352738E-02  3.507472E-02 -3.530152E-02  3.126897E-02 -3.394508E-02
      71    35-1  1.558846E+01 -2.600000E+01  0.000000E+00 -1.551362E-03 -2.606210E-02 -1.035652E-02 -1.861984E-02  1.766596E-02  8.861190E-02  4.019298E-03  2.714782E-02 -8.520674E-02  7.633812E-02 -2.295912E-02  2.128186E-02 -5.006901E-02  9.661852E-02 -4.815048E-02  9.423983E-02
      72    36-0  1.558846E+01 -2.700000E+01  0.000000E+00  9.809886E-03 -4.092432E-02 -1.592524E-02  4.465159E-02 -2.182313E-02  4.537019E-02 -3.000189E-02  6.470363E-02 -1.197642E-01  3.331965E-02  9.989652E-03 -3.312028E-02  9.532939E-02 -7.030884E-02  5.891772E-02 -4.394186E-02
      73    36-1  1.558846E+01 -2.700000E+01  0.000000E+00 -4.429521E-02  3.804006E-02  3.828942E-02 -4.301800E-02  3.165191E-02 -5.038458E-02  4.542623E-02 -7.439082E-02  3.785962E-02 -1.260378E-02  3.996260E-02 -1.193427E-01 -3.189778E-02  4.239160E-02 -1.985259E-02  2.915841E-02
      74    37-0  1.645448E+01 -2.750000E+01  0.000000E+00  3.931671E-02  2.966800E-02  3.041838E-02  1.623628E-03 -9.198609E-02 -6.573227E-02 -1.388633E-02 -1.156921E-02  2.887019E-02  2.362539E-02  7.643286E-02  9.206932E-02  4.310244E-02  2.769065E-02  3.641700E-02  2.128829E-02
