#------------------------------------------------------------------------
# Program: Diag Quadratic
#          (c) Amal Medhi <amedhi@iisertvm.ac.in>
#------------------------------------------------------------------------
# job_71850_diag.x_20260122170032_amedhi@isha.local
# Lattice: HONEYCOMB2 (Size = 1x100x1, Sites/unitcell = 100, Boundary = 0-1-0)
# No of sites = 10000
# Model: MKM
# lambda = 0.060000
# eta = 0.250000
# lambda_R = 0.000000
# t = 1.000000
# Results: WaveFunction
#------------------------------------------------------------------------
# wf_0:   psi(40,98,0)        cols: (6,7)
# wf_1:   psi(40,99,0)        cols: (8,9)
# wf_2:   psi(40,100,0)       cols: (10,11)
# wf_3:   psi(40,101,0)       cols: (12,13)
# wf_4:   psi(49,98,0)        cols: (14,15)
# wf_5:   psi(49,99,0)        cols: (16,17)
# wf_6:   psi(49,100,0)       cols: (18,19)
# wf_7:   psi(49,101,0)       cols: (20,21)
#------------------------------------------------------------------------
# basis   label   xcoord        ycoord        zcoord        Re[wf_1]      Im[wf_1]      Re[wf_2]      Im[wf_2]      Re[wf_3]      Im[wf_3]      Re[wf_4]      Im[wf_4]      Re[wf_5]      Im[wf_5]      Re[wf_6]      Im[wf_6]      Re[wf_7]      Im[wf_7]      Re[wf_8]      Im[wf_8]      
#------------------------------------------------------------------------
      10     5-0  2.598076E+00 -3.500000E+00  0.000000E+00  1.723734E-02  1.664164E-02  5.724911E-16  5.306982E-16 -1.181824E-02 -2.608885E-02  1.340682E-15  3.091825E-15  9.749146E-16 -4.701101E-16 -2.377121E-02  1.126131E-02  2.686918E-02  2.547205E-05 -8.361367E-16 -1.982735E-17
      11     5-1  2.598076E+00 -3.500000E+00  0.000000E+00  8.520749E-16  7.789599E-16  1.985477E-02 -2.064187E-02 -8.300490E-16 -1.015653E-15  1.721252E-02  1.666731E-02 -2.666343E-02  3.318948E-03 -1.258472E-15  5.409531E-16  2.149668E-15  4.552794E-16  2.606177E-02  3.559775E-03
      12     6-0  2.598076E+00 -4.500000E+00  0.000000E+00 -2.024948E-02 -3.907098E-02 -7.648902E-16 -1.410311E-15 -9.721223E-03 -3.083494E-02  1.231261E-15  3.969966E-15 -1.457168E-15  4.562323E-16  3.788686E-02 -1.126844E-02  3.793292E-02 -3.575170E-03 -1.262879E-15  1.617630E-16
      13     6-1  2.598076E+00 -4.500000E+00  0.000000E+00 -7.516026E-16 -7.991530E-16 -2.504003E-02  2.045221E-02 -8.679572E-16 -1.686655E-15  2.019123E-02  3.910112E-02  3.719298E-02 -8.268619E-03  1.460382E-15 -7.715969E-16  3.096102E-15  1.300375E-15  3.788703E-02  1.126787E-02
      14     7-0  3.464102E+00 -5.000000E+00  0.000000E+00  3.079676E-02  3.979669E-03  1.192261E-15  1.686709E-16 -3.362844E-02 -1.734543E-02  4.122653E-15  2.197508E-15  1.238593E-15 -7.129713E-16 -3.035102E-02  1.611506E-02  3.506828E-02 -2.859878E-03 -1.262879E-15  1.340074E-16
      15     7-1  3.464102E+00 -5.000000E+00  0.000000E+00  1.309030E-15 -1.153980E-16  3.653961E-03 -3.766145E-02 -1.409943E-15 -3.050360E-16  3.079080E-02  4.025563E-03 -3.443965E-02  7.202347E-03 -1.498183E-15  8.203062E-16  2.991922E-15  6.796493E-16  3.422466E-02  3.090735E-03
      16     8-0  3.464102E+00 -6.000000E+00  0.000000E+00 -4.810671E-02 -2.214212E-02 -1.657952E-15 -8.114350E-16 -3.198119E-02 -2.282554E-02  4.039612E-15  2.964602E-15 -2.366163E-15  8.101159E-16  4.454964E-02 -1.688727E-02  4.546929E-02 -6.806402E-03 -1.540434E-15  2.471981E-16
      17     8-1  3.464102E+00 -6.000000E+00  0.000000E+00 -1.500272E-15 -4.780460E-16 -9.354398E-03  3.816146E-02 -1.863187E-15 -1.016935E-15  4.807365E-02  2.221379E-02  4.426859E-02 -1.241273E-02  1.662558E-15 -1.054370E-15  3.644805E-15  1.351836E-15  4.653751E-02  1.020343E-02
      18     9-0  4.330127E+00 -6.500000E+00  0.000000E+00  3.307733E-02 -1.877850E-02  1.195636E-15 -6.709044E-16 -4.608140E-02  8.730593E-03  5.837131E-15 -9.466825E-16  1.817990E-15 -1.106754E-15 -3.626922E-02  2.177909E-02  4.284676E-02 -6.771599E-03 -1.533496E-15  2.931683E-16
      19     9-1  4.330127E+00 -6.500000E+00  0.000000E+00  1.573398E-15 -7.589028E-16 -2.518001E-02 -3.956875E-02 -1.418602E-15  6.552484E-16  3.310528E-02 -1.872918E-02 -4.167078E-02  1.205179E-02 -1.538883E-15  1.079092E-15  3.473609E-15  5.908721E-16  4.227628E-02  1.581546E-03
      20    10-0  4.330127E+00 -7.500000E+00  0.000000E+00 -6.011988E-02  1.394504E-02 -2.078874E-15  5.893714E-16 -4.609058E-02  1.303979E-03  5.880117E-15 -7.202137E-17 -2.692291E-15  1.235123E-15  5.045802E-02 -2.332067E-02  5.255012E-02 -1.097908E-02 -1.623701E-15  3.504141E-16
      21    10-1  4.330127E+00 -7.500000E+00  0.000000E+00 -1.725576E-15  6.498410E-16  1.828516E-02  4.232842E-02 -2.310540E-15  2.527965E-16  6.014060E-02 -1.385542E-02  5.077501E-02 -1.743426E-02  1.895407E-15 -1.231080E-15  4.127359E-15  1.393072E-15  5.500136E-02  8.044561E-03
      22    11-0  5.196152E+00 -8.000000E+00  0.000000E+00  1.775333E-02 -4.122119E-02  6.186697E-16 -1.512742E-15 -3.691707E-02  4.183429E-02  4.765894E-15 -5.262572E-15  2.164935E-15 -1.415534E-15 -4.142972E-02  2.816391E-02  5.007964E-02 -1.165013E-02 -1.589007E-15  4.232725E-16
      23    11-1  5.196152E+00 -8.000000E+00  0.000000E+00  8.874688E-16 -2.042036E-15 -5.253368E-02 -1.879337E-02 -8.194177E-16  1.529080E-15  1.781474E-02 -4.119468E-02 -4.824022E-02  1.779261E-02 -1.723903E-15  1.183908E-15  3.940043E-15  5.629899E-16  5.008726E-02 -9.453669E-04
      24    12-0  5.196152E+00 -9.000000E+00  0.000000E+00 -4.443346E-02  5.441026E-02 -1.399585E-15  1.648206E-15 -4.108909E-02  3.309286E-02  5.200934E-15 -3.961425E-15 -2.740863E-15  1.498801E-15  5.551657E-02 -3.046842E-02  5.906186E-02 -1.602929E-02 -1.727785E-15  4.805184E-16
      25    12-1  5.196152E+00 -9.000000E+00  0.000000E+00 -1.179665E-15  1.586999E-15  4.595966E-02  2.590678E-02 -1.809639E-15  1.492300E-15  4.451450E-02 -5.434398E-02  5.660756E-02 -2.325567E-02  2.203012E-15 -1.373022E-15  4.787092E-15  1.401115E-15  6.314391E-02  4.823020E-03
      26    13-0  6.062178E+00 -9.500000E+00  0.000000E+00 -1.239826E-02 -5.005083E-02 -2.813360E-16 -1.494982E-15 -4.137366E-03  6.435032E-02  5.263592E-16 -8.145379E-15  2.296774E-15 -1.734723E-15 -4.574865E-02  3.516972E-02  5.665081E-02 -1.742006E-02 -1.797174E-15  5.620504E-16
      27    13-1  6.062178E+00 -9.500000E+00  0.000000E+00 -3.785808E-16 -2.264797E-15 -6.130478E-02  1.999514E-02  1.241436E-16  1.813967E-15 -1.232365E-02 -5.006926E-02 -5.404215E-02  2.433554E-02 -1.947334E-15  1.318477E-15  4.607468E-15  5.171076E-16  5.753283E-02 -4.452233E-03
      28    14-0  6.062178E+00 -1.050000E+01  0.000000E+00 -2.161596E-03  7.849286E-02 -2.781029E-17  2.607999E-15 -1.419157E-02  5.748878E-02  1.880074E-15 -6.717844E-15 -3.053113E-15  1.911665E-15  5.964293E-02 -3.821925E-02  6.489967E-02 -2.187941E-02 -1.984524E-15  7.077672E-16
      29    14-1  6.062178E+00 -1.050000E+01  0.000000E+00 -1.294978E-16  1.925194E-15  5.865592E-02 -8.114425E-03 -5.844813E-16  2.302582E-15  2.278576E-03 -7.848955E-02  6.167184E-02 -2.978690E-02  2.498423E-15 -1.554019E-15  5.260196E-15  1.246185E-15  7.083534E-02  5.869840E-04
      30    15-0  6.928203E+00 -1.100000E+01  0.000000E+00 -4.523906E-02 -3.638680E-02 -1.422903E-15 -1.189597E-15  4.079496E-02  6.046014E-02 -4.728895E-15 -7.163704E-15  2.525757E-15 -2.130240E-15 -4.915522E-02  4.268697E-02  6.245443E-02 -2.399214E-02 -1.838807E-15  7.112366E-16
      31    15-1  6.928203E+00 -1.100000E+01  0.000000E+00 -1.842588E-15 -1.690664E-15 -4.104648E-02  6.028967E-02  1.065398E-15  1.527327E-15 -4.518478E-02 -3.645418E-02 -5.898266E-02  3.157885E-02 -2.215089E-15  1.570319E-15  4.995766E-15  4.452273E-16  6.449381E-02 -8.886016E-03
      32    16-0  6.928203E+00 -1.200000E+01  0.000000E+00  5.090944E-02  6.994261E-02  1.996985E-15  2.402726E-15  2.605624E-02  6.004340E-02 -2.599819E-15 -6.799099E-15 -3.046174E-15  2.171874E-15  6.276921E-02 -4.645249E-02  6.996916E-02 -2.843944E-02 -2.053913E-15  9.332812E-16
      33    16-1  6.928203E+00 -1.200000E+01  0.000000E+00  1.427064E-15  1.396232E-15  4.611925E-02 -4.644515E-02  8.330973E-16  2.049748E-15 -5.080514E-02 -7.001840E-02  6.588544E-02 -3.692688E-02  2.563950E-15 -1.800484E-15  5.711973E-15  9.749892E-16  7.795288E-02 -4.599595E-03
      34    17-0  7.794229E+00 -1.250000E+01  0.000000E+00 -6.431487E-02 -1.674364E-03 -2.413765E-15  1.609784E-16  7.699912E-02  2.552957E-02 -8.472584E-15 -3.124359E-15  2.532696E-15 -2.435552E-15 -5.159277E-02  5.059816E-02  6.739656E-02 -3.126467E-02 -1.901257E-15  9.263423E-16
      35    17-1  7.794229E+00 -1.250000E+01  0.000000E+00 -2.690492E-15  1.154277E-16  4.810549E-03  8.097828E-02  1.734938E-15  5.970996E-16 -6.431230E-02 -1.770214E-03 -6.298120E-02  3.940995E-02 -2.404305E-15  2.040722E-15  5.450938E-15  2.261177E-16  7.085857E-02 -1.417927E-02
      36    18-0  7.794229E+00 -1.350000E+01  0.000000E+00  9.037027E-02  2.650379E-02  2.916457E-15  6.347604E-16  6.237941E-02  3.484469E-02 -6.629766E-15 -3.917762E-15 -3.115563E-15  2.504941E-15  6.484306E-02 -5.503999E-02  7.418789E-02 -3.560828E-02 -2.380041E-15  1.231654E-15
      37    18-1  7.794229E+00 -1.350000E+01  0.000000E+00  2.033479E-15  1.661427E-16  9.257624E-03 -7.084942E-02  1.636240E-15  1.193195E-15 -9.033067E-02 -2.663845E-02  6.917911E-02 -4.456506E-02  2.766135E-15 -1.926966E-15  6.103728E-15  4.694435E-16  8.438264E-02 -1.065799E-02
      38    19-0  8.660254E+00 -1.400000E+01  0.000000E+00 -5.704127E-02  4.122735E-02 -1.906080E-15  1.387807E-15  8.401818E-02 -2.938328E-02 -9.153392E-15  2.989440E-15  2.567391E-15 -2.754741E-15 -5.301974E-02  5.877968E-02  7.139666E-02 -3.912504E-02 -2.192690E-15  1.249001E-15
      39    19-1  8.660254E+00 -1.400000E+01  0.000000E+00 -1.912419E-15  1.796066E-15  5.841679E-02  6.715586E-02  1.601560E-15 -4.051972E-16 -5.710265E-02  4.114229E-02 -6.597187E-02  4.770707E-02 -2.462068E-15  2.266992E-15  5.718063E-15 -1.638352E-16  7.652472E-02 -2.025118E-02
      40    20-0  8.660254E+00 -1.500000E+01  0.000000E+00  9.460204E-02 -3.677464E-02  2.464600E-15 -1.174877E-15  7.640073E-02 -1.099222E-02 -7.906879E-15  9.198634E-16 -3.184952E-15  2.935152E-15  6.582849E-02 -6.384805E-02  7.748664E-02 -4.327541E-02 -2.456368E-15  1.477984E-15
      41    20-1  8.660254E+00 -1.500000E+01  0.000000E+00  1.350125E-15 -1.167160E-15 -3.851232E-02 -6.689321E-02  1.795884E-15  9.554451E-17 -9.465674E-02  3.663361E-02  7.149793E-02 -5.258313E-02  2.792048E-15 -2.197411E-15  6.304494E-15 -4.552590E-17  9.002142E-02 -1.749591E-02
      42    21-0  9.526279E+00 -1.550000E+01  0.000000E+00 -2.197687E-02  7.292598E-02 -5.942474E-16  2.100565E-15  5.277143E-02 -8.087352E-02 -5.579758E-15  8.603402E-15  2.588207E-15 -3.080869E-15 -5.341024E-02  6.710366E-02  7.438881E-02 -4.745152E-02 -2.331468E-15  1.672273E-15
      43    21-1  9.526279E+00 -1.550000E+01  0.000000E+00 -1.533173E-16  2.478391E-15  9.466860E-02  1.905794E-02  1.020077E-15 -1.104815E-15 -2.208553E-02  7.289314E-02 -6.790442E-02  5.634121E-02 -2.570108E-15  2.555409E-15  5.934374E-15 -6.071802E-16  8.140073E-02 -2.700882E-02
      44    22-0  9.526279E+00 -1.650000E+01  0.000000E+00  5.614956E-02 -9.277900E-02  1.296051E-15 -2.336334E-15  5.784267E-02 -5.902114E-02 -5.700100E-15  5.675014E-15 -3.330669E-15  3.476386E-15  6.570640E-02 -7.273955E-02  7.981046E-02 -5.132251E-02 -2.511880E-15  1.748601E-15
      45    22-1  9.526279E+00 -1.650000E+01  0.000000E+00  3.018292E-16 -1.621439E-15 -7.624952E-02 -3.186347E-02  1.397574E-15 -7.970551E-16 -5.628777E-02  9.269521E-02  7.280212E-02 -6.085689E-02  2.831794E-15 -2.544044E-15  6.413146E-15 -6.075394E-16  9.477830E-02 -2.500895E-02
      46    23-0  1.039230E+01 -1.700000E+01  0.000000E+00  2.875815E-02  7.643983E-02  6.907448E-16  1.828868E-15 -8.066628E-03 -1.034586E-01  6.970158E-16  1.038372E-14  2.643719E-15 -3.594347E-15 -5.275450E-02  7.544006E-02  7.632277E-02 -5.611509E-02 -2.352285E-15  1.845746E-15
      47    23-1  1.039230E+01 -1.700000E+01  0.000000E+00  1.419246E-15  1.813658E-15  9.310977E-02 -4.581827E-02  2.131610E-16 -1.230952E-15  2.864419E-02  7.648260E-02 -6.874505E-02  6.517812E-02 -2.571276E-15  2.750701E-15  5.994606E-15 -1.135952E-15  8.540733E-02 -3.434862E-02
      48    24-0  1.039230E+01 -1.800000E+01  0.000000E+00 -1.278491E-02 -1.142835E-01 -3.923968E-16 -2.764203E-15  1.072844E-02 -8.712942E-02 -1.092676E-15  7.815063E-15 -3.420875E-15  4.059253E-15  6.447493E-02 -8.157606E-02  8.111956E-02 -5.962537E-02 -2.636780E-15  2.053913E-15
      49    24-1  1.039230E+01 -1.800000E+01  0.000000E+00 -5.923599E-16 -1.200423E-15 -8.490488E-02  2.231135E-02  5.993744E-16 -1.459034E-15  1.261457E-02  1.143024E-01  7.306763E-02 -6.925813E-02  2.718217E-15 -2.829441E-15  6.539427E-15 -1.087837E-15  9.857605E-02 -3.308221E-02
      50    25-0  1.125833E+01 -1.850000E+01  0.000000E+00  7.368879E-02  4.601386E-02  1.760061E-15  1.055208E-15 -7.404603E-02 -8.214967E-02  6.984320E-15  7.481587E-15  2.678413E-15 -4.093947E-15 -5.105901E-02  8.365860E-02  7.716471E-02 -6.498150E-02 -2.421674E-15  2.067790E-15
      51    25-1  1.125833E+01 -1.850000E+01  0.000000E+00  2.028900E-15  2.458626E-16  4.887527E-02 -9.920983E-02 -5.902363E-16 -1.108419E-15  7.362013E-02  4.612363E-02 -6.847690E-02  7.408038E-02 -2.390242E-15  3.080167E-15  6.129993E-15 -1.682535E-15  8.847877E-02 -4.215793E-02
      52    26-0  1.125833E+01 -1.950000E+01  0.000000E+00 -8.404884E-02 -8.721551E-02 -2.419339E-15 -2.032572E-15 -4.685468E-02 -7.988574E-02  3.547194E-15  6.581263E-15 -3.053113E-15  4.198031E-15  6.214942E-02 -9.021999E-02  8.138989E-02 -6.805580E-02 -2.609024E-15  2.532696E-15
      53    26-1  1.125833E+01 -1.950000E+01  0.000000E+00 -1.281160E-15 -3.236421E-16 -5.684526E-02  7.311435E-02 -3.611890E-16 -1.622509E-15  8.391877E-02  8.734068E-02  7.228659E-02 -7.765666E-02  2.496004E-15 -3.106160E-15  6.329817E-15 -1.597029E-15  1.013523E-01 -4.159207E-02
      54    27-0  1.212436E+01 -2.000000E+01  0.000000E+00  9.134893E-02 -8.680840E-03  2.360642E-15 -4.039561E-16 -1.150868E-01 -2.113747E-02  9.899175E-15  1.717552E-15  2.629841E-15 -4.343748E-15 -4.834641E-02  9.163082E-02  7.689778E-02 -7.391334E-02 -2.435552E-15  2.588207E-15
      55    27-1  1.212436E+01 -2.000000E+01  0.000000E+00  1.588756E-15 -1.006314E-15 -2.299949E-02 -1.147292E-01 -1.140221E-15 -5.634045E-16  9.136176E-02 -8.544688E-03 -6.710036E-02  8.290955E-02 -2.241456E-15  3.351686E-15  6.009097E-15 -2.039351E-15  9.056380E-02 -5.031680E-02
      56    28-0  1.212436E+01 -2.100000E+01  0.000000E+00 -1.254084E-01 -1.876005E-02 -3.167337E-15 -8.760354E-17 -8.990716E-02 -3.666800E-02  6.510651E-15  2.887240E-15 -2.550044E-15  4.121703E-15  5.876224E-02 -9.853672E-02  8.061356E-02 -7.648360E-02 -2.650657E-15  2.768619E-15
      57    28-1  1.212436E+01 -2.100000E+01  0.000000E+00 -1.234390E-15  5.185650E-16 -7.537442E-04  9.709414E-02 -1.339367E-15 -1.116771E-15  1.253803E-01  1.894693E-02  7.046734E-02 -8.592230E-02  2.309016E-15 -3.282472E-15  6.105894E-15 -2.056189E-15  1.030607E-01 -5.040811E-02
      58    29-0  1.299038E+01 -2.150000E+01  0.000000E+00  7.061050E-02 -6.549361E-02  1.656273E-15 -1.847587E-15 -1.094468E-01  5.612293E-02  8.485066E-15 -4.445310E-15  2.334938E-15 -4.371503E-15 -4.465513E-02  9.923208E-02  7.552234E-02 -8.277216E-02 -2.463307E-15  2.775558E-15
      59    29-1  1.299038E+01 -2.150000E+01  0.000000E+00  3.895049E-16 -1.627953E-15 -9.267392E-02 -8.086986E-02 -1.334551E-15  2.651212E-16  7.070803E-02 -6.538830E-02 -6.463302E-02  9.152829E-02 -2.108296E-15  3.641810E-15  5.705559E-15 -2.468530E-15  9.162649E-02 -5.869984E-02
      60    30-0  1.299038E+01 -2.250000E+01  0.000000E+00 -1.154226E-01  6.408130E-02 -2.446178E-15  1.698634E-15 -9.766550E-02  2.660480E-02  6.536726E-15 -1.499657E-15 -2.147588E-15  3.878842E-15  5.436221E-02 -1.063967E-01  7.879892E-02 -8.477861E-02 -2.532696E-15  3.386180E-15
      61    30-1  1.299038E+01 -2.250000E+01  0.000000E+00 -3.861239E-16  1.075445E-15  6.089154E-02  8.086152E-02 -1.743626E-15 -5.476763E-17  1.155180E-01 -6.390920E-02  6.763439E-02 -9.392695E-02  2.261564E-15 -3.469948E-15  5.817703E-15 -2.484756E-15  1.036712E-01 -5.939514E-02
      62    31-0  1.385641E+01 -2.300000E+01  0.000000E+00  1.698228E-02 -9.905630E-02  3.509944E-16 -2.407278E-15 -5.493299E-02  1.162003E-01  3.694466E-15 -8.121448E-15  1.811051E-15 -4.031497E-15 -4.003882E-02  1.063435E-01  7.305600E-02 -9.142064E-02 -2.442491E-15  3.448630E-15
      63    31-1  1.385641E+01 -2.300000E+01  0.000000E+00 -8.291586E-16 -1.360671E-15 -1.282828E-01 -7.979143E-03 -9.427257E-16  1.032464E-15  1.712989E-02 -9.903088E-02 -6.110944E-02  9.980255E-02 -1.903909E-15  3.827899E-15  5.432797E-15 -2.872120E-15  9.164681E-02 -6.717817E-02
      64    32-0  1.385641E+01 -2.400000E+01  0.000000E+00 -5.435044E-02  1.254819E-01 -6.473767E-16  2.285082E-15 -6.366169E-02  8.347347E-02  4.096846E-15 -4.815536E-15 -2.078199E-15  4.357625E-15  4.901394E-02 -1.136775E-01  7.597045E-02 -9.281270E-02 -2.470246E-15  3.684553E-15
      65    32-1  1.385641E+01 -2.400000E+01  0.000000E+00  3.922787E-16  1.101657E-15  1.011178E-01  2.821029E-02 -1.261133E-15  1.017038E-15  5.453739E-02 -1.254007E-01  6.382796E-02 -1.015465E-01  1.923223E-15 -3.626922E-15  5.476115E-15 -2.837591E-15  1.031711E-01 -6.841532E-02
      66    33-0  1.472243E+01 -2.450000E+01  0.000000E+00 -4.849734E-02 -9.236739E-02 -1.053240E-15 -1.738450E-15  2.832880E-02  1.305528E-01 -1.756531E-15 -8.331678E-15  1.602884E-15 -4.336809E-15 -3.456550E-02  1.128538E-01  6.953328E-02 -9.972469E-02 -2.331468E-15  3.948231E-15
      67    33-1  1.472243E+01 -2.450000E+01  0.000000E+00 -1.480317E-15 -5.190216E-16 -1.107704E-01  7.467579E-02 -1.867475E-17  1.294695E-15 -4.835962E-02 -9.243957E-02 -5.658056E-02  1.076036E-01 -1.623945E-15  3.979631E-15  5.132304E-15 -3.192427E-15  9.062090E-02 -7.562141E-02
      68    34-0  1.472243E+01 -2.550000E+01  0.000000E+00  3.439083E-02  1.367129E-01  5.606520E-16  1.883599E-15  1.956092E-04  1.083476E-01  2.933463E-16 -5.564623E-15 -1.814521E-15  4.385381E-15  4.279672E-02 -1.202656E-01  7.216838E-02 -1.004618E-01 -2.282896E-15  3.913536E-15
      69    34-1  1.472243E+01 -2.550000E+01  0.000000E+00  9.067613E-16  4.661834E-16  1.005668E-01 -4.031836E-02 -5.049362E-16  1.496539E-15 -3.418705E-02 -1.367640E-01  5.910343E-02 -1.086629E-01  1.580600E-15 -3.675240E-15  5.100040E-15 -3.134748E-15  1.015647E-01 -7.733027E-02
      70    35-0  1.558846E+01 -2.600000E+01  0.000000E+00 -9.777571E-02 -4.531203E-02 -1.439015E-15 -6.934017E-16  1.055012E-01  8.920550E-02 -5.892894E-15 -4.931281E-15  1.354819E-15 -4.343748E-15 -2.831652E-02  1.186609E-01  6.500512E-02 -1.075556E-01 -1.977585E-15  4.232725E-15
      71    35-1  1.558846E+01 -2.600000E+01  0.000000E+00 -1.436477E-15  5.090353E-16 -4.377674E-02  1.310410E-01  6.423330E-16  1.024452E-15 -9.770807E-02 -4.545770E-02 -5.111296E-02  1.148100E-01 -1.218366E-15  3.943777E-15  4.769410E-15 -3.467205E-15  8.856114E-02 -8.389971E-02
      72    36-0  1.558846E+01 -2.700000E+01  0.000000E+00  1.134726E-01  8.975496E-02  1.434166E-15  1.055218E-15  6.782967E-02  8.826543E-02 -2.709683E-15 -4.303127E-15 -1.602884E-15  4.676814E-15  3.580338E-02 -1.260583E-01  6.744806E-02 -1.076078E-01 -1.911665E-15  3.906597E-15
      73    36-1  1.558846E+01 -2.700000E+01  0.000000E+00  1.027770E-15 -9.897483E-17  5.685873E-02 -9.570127E-02  6.047604E-16  1.498561E-15 -1.133387E-01 -8.992397E-02  5.353040E-02 -1.151659E-01  1.367623E-15 -3.682759E-15  4.759710E-15 -3.357755E-15  9.887370E-02 -8.600323E-02
      74    37-0  1.645448E+01 -2.750000E+01  0.000000E+00 -1.081509E-01  2.412112E-02 -1.434456E-15  2.872515E-16  1.420649E-01  6.643984E-03 -6.621875E-15 -5.345324E-16  1.042569E-15 -4.711509E-15 -2.138526E-02  1.236739E-01  5.953811E-02 -1.147920E-01 -1.637579E-15  4.267420E-15
