#------------------------------------------------------------------------
# Program: Diag Quadratic
#          (c) Amal Medhi <amedhi@iisertvm.ac.in>
#------------------------------------------------------------------------
# job_71125_diag.x_20260122163333_amedhi@isha.local
# Lattice: HONEYCOMB2 (Size = 1x100x1, Sites/unitcell = 100, Boundary = 0-1-0)
# No of sites = 10000
# Model: MKM
# lambda = 0.060000
# eta = 0.500000
# lambda_R = 0.000000
# t = 1.000000
# Results: WaveFunction
#------------------------------------------------------------------------
# wf_0:   psi(40,98,0)        cols: (6,7)
# wf_1:   psi(40,99,0)        cols: (8,9)
# wf_2:   psi(40,100,0)       cols: (10,11)
# wf_3:   psi(40,101,0)       cols: (12,13)
# wf_4:   psi(49,98,0)        cols: (14,15)
# wf_5:   psi(49,99,0)        cols: (16,17)
# wf_6:   psi(49,100,0)       cols: (18,19)
# wf_7:   psi(49,101,0)       cols: (20,21)
#------------------------------------------------------------------------
# basis   label   xcoord        ycoord        zcoord        Re[wf_1]      Im[wf_1]      Re[wf_2]      Im[wf_2]      Re[wf_3]      Im[wf_3]      Re[wf_4]      Im[wf_4]      Re[wf_5]      Im[wf_5]      Re[wf_6]      Im[wf_6]      Re[wf_7]      Im[wf_7]      Re[wf_8]      Im[wf_8]      
#------------------------------------------------------------------------
      27    13-1  6.062178E+00 -9.500000E+00  0.000000E+00 -2.113122E-03 -2.202991E-03  4.607715E-02  4.803676E-02 -9.333221E-16  6.392930E-16 -3.213837E-02  1.226401E-02 -6.039489E-06 -8.538008E-05  2.966360E-03  4.193534E-02 -1.925800E-02 -3.904470E-02 -1.586470E-04 -3.216495E-04
      28    14-0  6.062178E+00 -1.050000E+01  0.000000E+00 -1.009640E-01  6.556616E-02 -4.630262E-03  3.006898E-03 -3.462406E-02  1.064753E-02  8.951173E-16 -3.243933E-16  1.326346E-01 -1.204019E-01  2.700431E-04 -2.451375E-04  3.876542E-04 -2.393932E-04 -4.705695E-02  2.905970E-02
      29    14-1  6.062178E+00 -1.050000E+01  0.000000E+00  7.594718E-04  1.475535E-03 -1.656047E-02 -3.217440E-02 -3.489574E-15  1.564260E-16 -1.180800E-01 -2.408841E-02  2.028739E-05  1.107649E-04 -9.964367E-03 -5.440339E-02  1.207052E-01 -1.323509E-01  9.943670E-04 -1.090304E-03
      30    15-0  6.928203E+00 -1.100000E+01  0.000000E+00 -1.888526E-02 -3.226470E-02 -8.660877E-04 -1.479676E-03 -4.938682E-04  7.569962E-02 -4.298862E-17 -1.817990E-15  1.823939E-02  3.996559E-02  3.713527E-05  8.136968E-05  3.270391E-04 -2.148172E-04 -3.969894E-02  2.607644E-02
      31    15-1  6.928203E+00 -1.100000E+01  0.000000E+00 -3.417777E-03  5.883807E-04  7.452547E-02 -1.282979E-02 -9.915722E-17  1.071701E-15 -9.173270E-03  3.628298E-02 -2.007528E-05 -9.460047E-05  9.860189E-03  4.646403E-02 -2.192058E-02 -3.806952E-02 -1.805814E-04 -3.136160E-04
      32    16-0  6.928203E+00 -1.200000E+01  0.000000E+00 -2.684207E-03  1.274274E-01 -1.230991E-04  5.843888E-03 -1.204932E-02  3.728646E-02  2.055647E-16 -1.137979E-15  1.185667E-01 -1.326667E-01  2.414010E-04 -2.701084E-04  3.676617E-04 -2.689880E-04 -4.463007E-02  3.265218E-02
      33    16-1  6.928203E+00 -1.200000E+01  0.000000E+00  1.778691E-03  2.426010E-04 -3.878479E-02 -5.289974E-03 -1.795904E-15  2.940086E-15 -9.137198E-02  8.905212E-02  2.889777E-05  1.088209E-04 -1.419345E-02 -5.344856E-02  1.055455E-01 -1.432363E-01  8.694818E-04 -1.179978E-03
      34    17-0  7.794229E+00 -1.250000E+01  0.000000E+00 -4.016661E-02 -3.244457E-03 -1.842062E-03 -1.487925E-04  6.969583E-02  4.783934E-02 -1.852685E-15 -1.169204E-15  2.098749E-02  3.905981E-02  4.273039E-05  7.952552E-05  3.302239E-04 -2.850808E-04 -4.008554E-02  3.460566E-02
      35    17-1  7.794229E+00 -1.250000E+01  0.000000E+00 -1.595169E-03  3.528952E-03  3.478305E-02 -7.694967E-02  9.107748E-16  6.549857E-16  2.638657E-02  3.051307E-02 -3.596689E-05 -1.016471E-04  1.766552E-02  4.992504E-02 -2.457111E-02 -3.690906E-02 -2.024163E-04 -3.040561E-04
      36    18-0  7.794229E+00 -1.350000E+01  0.000000E+00  1.093029E-01  7.773953E-02  5.012690E-03  3.565176E-03  2.540362E-02  3.348262E-02 -7.910339E-16 -8.829742E-16  1.032839E-01 -1.431756E-01  2.102853E-04 -2.915047E-04  3.452577E-04 -2.967762E-04 -4.191048E-02  3.602535E-02
      37    18-1  7.794229E+00 -1.350000E+01  0.000000E+00  1.305026E-03 -1.415713E-03 -2.845641E-02  3.086997E-02  1.345306E-15  3.255867E-15  2.342763E-02  1.322103E-01  3.730886E-05  1.061594E-04 -1.832464E-02 -5.214131E-02  8.934162E-02 -1.522593E-01  7.359946E-04 -1.254310E-03
      38    19-0  8.660254E+00 -1.400000E+01  0.000000E+00 -2.740118E-02  3.325375E-02 -1.256633E-03  1.525034E-03  8.668303E-02 -3.398046E-02 -2.373102E-15  9.992007E-16  2.372806E-02  3.796010E-02  4.831017E-05  7.728651E-05  3.219049E-04 -3.575069E-04 -3.907570E-02  4.339740E-02
      39    19-1  8.660254E+00 -1.400000E+01  0.000000E+00  2.231655E-03  3.634994E-03 -4.866179E-02 -7.926194E-02  1.306962E-15 -4.522583E-16  4.289916E-02 -4.494849E-03 -5.339004E-05 -1.062393E-04  2.622309E-02  5.218057E-02 -2.719588E-02 -3.555624E-02 -2.240391E-04 -2.929116E-04
      40    20-0  8.660254E+00 -1.500000E+01  0.000000E+00  1.316165E-01 -4.883487E-02  6.036001E-03 -2.239592E-03  4.470806E-02 -1.843300E-03 -1.162265E-15  1.064958E-16  8.701469E-02 -1.518025E-01  1.771613E-04 -3.090689E-04  3.206232E-04 -3.225442E-04 -3.892012E-02  3.915331E-02
      41    20-1  8.660254E+00 -1.500000E+01  0.000000E+00 -4.437767E-04 -2.001310E-03  9.676661E-03  4.363907E-02  3.700966E-15  8.667592E-16  1.282089E-01  5.754705E-02  4.545525E-05  1.028027E-04 -2.232583E-02 -5.049266E-02  7.233302E-02 -1.593158E-01  5.958780E-04 -1.312441E-03
      42    21-0  9.526279E+00 -1.550000E+01  0.000000E+00  1.238772E-02  4.404056E-02  5.681073E-04  2.019723E-03  2.237500E-02 -9.888679E-02 -3.989864E-16  2.747802E-15  2.644646E-02  3.665913E-02  5.384482E-05  7.463774E-05  3.017357E-04 -4.303861E-04 -3.662739E-02  5.224412E-02
      43    21-1  9.526279E+00 -1.550000E+01  0.000000E+00  4.639949E-03  2.113372E-04 -1.011752E-01 -4.608261E-03  3.778351E-16 -1.284949E-15  2.207700E-02 -4.012523E-02 -7.198226E-05 -1.081438E-04  3.535486E-02  5.311598E-02 -2.977963E-02 -3.400515E-02 -2.453240E-04 -2.801338E-04
      44    22-0  9.526279E+00 -1.650000E+01  0.000000E+00  3.504822E-02 -1.419391E-01  1.607330E-03 -6.509403E-03  2.536319E-02 -3.995714E-02 -5.967449E-16  9.506285E-16  7.000120E-02 -1.584513E-01  1.425220E-04 -3.226058E-04  2.939595E-04 -3.460987E-04 -3.568343E-02  4.201257E-02
      45    22-1  9.526279E+00 -1.650000E+01  0.000000E+00 -2.006529E-03 -8.214673E-04  4.375287E-02  1.791230E-02  3.006500E-15 -2.534265E-15  1.246555E-01 -7.668802E-02  5.327432E-05  9.877998E-05 -2.616625E-02 -4.851684E-02  5.476965E-02 -1.643330E-01  4.511914E-04 -1.353772E-03
      46    23-0  1.039230E+01 -1.700000E+01  0.000000E+00  4.563144E-02  1.574412E-02  2.092682E-03  7.220334E-04 -7.468338E-02 -7.987673E-02  2.046974E-15  1.922074E-15  2.912647E-02  3.515083E-02  5.930131E-05  7.156686E-05  2.696128E-04 -5.019670E-04 -3.272801E-02  6.093325E-02
      47    23-1  1.039230E+01 -1.700000E+01  0.000000E+00  2.999711E-03 -4.012312E-03 -6.540945E-02  8.748946E-02 -7.642701E-16 -1.119419E-15 -2.151146E-02 -4.326966E-02 -9.134963E-05 -1.071793E-04  4.486735E-02  5.264228E-02 -3.230564E-02 -3.225127E-02 -2.661333E-04 -2.656854E-04
      48    24-0  1.039230E+01 -1.800000E+01  0.000000E+00 -1.012162E-01 -1.128146E-01 -4.641826E-03 -5.173737E-03 -1.934495E-02 -4.584988E-02  3.981190E-16  9.818535E-16  5.249479E-02 -1.630579E-01  1.068791E-04 -3.319849E-04  2.654861E-04 -3.672686E-04 -3.222708E-02  4.458236E-02
      49    24-1  1.039230E+01 -1.800000E+01  0.000000E+00 -1.911621E-03  1.242252E-03  4.168336E-02 -2.708761E-02 -3.463788E-16 -4.175137E-15  6.966716E-03 -1.515639E-01  6.070695E-05  9.412632E-05 -2.981687E-02 -4.623115E-02  3.690785E-02 -1.672708E-01  3.040462E-04 -1.377974E-03
      50    25-0  1.125833E+01 -1.850000E+01  0.000000E+00  4.083599E-02 -2.995570E-02  1.872760E-03 -1.373784E-03 -1.155734E-01  1.806845E-02  2.740863E-15 -5.846018E-16  3.175042E-02  3.343065E-02  6.464365E-05  6.806460E-05  2.256793E-04 -5.704900E-04 -2.739498E-02  6.925120E-02
      51    25-1  1.125833E+01 -1.850000E+01  0.000000E+00 -1.747131E-03 -5.066211E-03  3.809662E-02  1.104700E-01 -1.417683E-15  3.339941E-17 -5.017140E-02 -7.290235E-03 -1.110741E-04 -1.032209E-04  5.455526E-02  5.069803E-02 -3.475590E-02 -3.029175E-02 -2.863184E-04 -2.495428E-04
      52    26-0  1.125833E+01 -1.950000E+01  0.000000E+00 -1.550576E-01  2.086225E-02 -7.111025E-03  9.567538E-04 -5.094731E-02 -1.064678E-02  1.058181E-15  3.035766E-16  3.475199E-02 -1.655912E-01  7.075483E-05 -3.371425E-04  2.354383E-04 -3.859069E-04 -2.857961E-02  4.684483E-02
      53    26-1  1.125833E+01 -1.950000E+01  0.000000E+00 -6.915220E-05  2.383434E-03  1.507881E-03 -5.197137E-02 -3.721572E-15 -2.190796E-15 -1.253000E-01 -9.396537E-02  6.769814E-05  8.888267E-05 -3.325066E-02 -4.365567E-02  1.900592E-02 -1.681222E-01  1.565704E-04 -1.384988E-03
      54    27-0  1.212436E+01 -2.000000E+01  0.000000E+00 -1.472770E-03 -5.284298E-02 -6.754202E-05 -2.423407E-03 -5.312590E-02  1.123065E-01  1.179612E-15 -2.511880E-15  3.429936E-02  3.149581E-02  6.983327E-05  6.412527E-05  1.703252E-04 -6.342216E-04 -2.067560E-02  7.698750E-02
      55    27-1  1.212436E+01 -2.000000E+01  0.000000E+00 -5.493193E-03 -1.489844E-03  1.197804E-01  3.248641E-02 -9.348913E-16  1.184584E-15 -3.604574E-02  3.874444E-02 -1.307216E-04 -9.620231E-05  6.420532E-02  4.725079E-02 -3.711126E-02 -2.812558E-02 -3.057219E-04 -2.316980E-04
      56    28-0  1.212436E+01 -2.100000E+01  0.000000E+00 -7.196385E-02  1.438621E-01 -3.300300E-03  6.597593E-03 -3.926314E-02  3.732299E-02  9.072604E-16 -6.973588E-16  1.703011E-02 -1.660528E-01  3.467319E-05 -3.380825E-04  2.040638E-04 -4.018920E-04 -2.477109E-02  4.878525E-02
      57    28-1  1.212436E+01 -2.100000E+01  0.000000E+00  1.999866E-03  1.469556E-03 -4.360757E-02 -3.204403E-02 -3.901199E-15  1.875692E-15 -1.523497E-01  5.214488E-02  7.419767E-05  8.309517E-05 -3.644298E-02 -4.081308E-02  1.319864E-03 -1.669133E-01  1.087301E-05 -1.375029E-03
      58    29-0  1.299038E+01 -2.150000E+01  0.000000E+00 -4.603829E-02 -2.994334E-02 -2.111340E-03 -1.373217E-03  6.649060E-02  1.130015E-01 -1.432882E-15 -2.498002E-15  3.675325E-02  2.934548E-02  7.482937E-05  5.974720E-05  1.041816E-04 -6.914873E-04 -1.264650E-02  8.393893E-02
      59    29-1  1.299038E+01 -2.150000E+01  0.000000E+00 -4.559617E-03  3.910057E-03  9.942356E-02 -8.525975E-02  4.856011E-16  1.405846E-15  1.183368E-02  5.368832E-02 -1.498498E-04 -8.611859E-05  7.360034E-02  4.229807E-02 -3.935172E-02 -2.575383E-02 -3.241787E-04 -2.121595E-04
      60    30-0  1.299038E+01 -2.250000E+01  0.000000E+00  8.033812E-02  1.438445E-01  3.684348E-03  6.596784E-03  8.710293E-03  5.544916E-02 -2.519686E-16 -1.276756E-15 -4.170859E-04 -1.644775E-01 -8.491843E-07 -3.348752E-04  1.716200E-04 -4.151292E-04 -2.083277E-02  5.039211E-02
      61    30-1  1.299038E+01 -2.250000E+01  0.000000E+00  2.430303E-03 -8.401007E-04 -5.299335E-02  1.831860E-02 -6.649414E-16  4.324366E-15 -4.364956E-02  1.590511E-01  8.016060E-05  7.681458E-05 -3.937174E-02 -3.772830E-02 -1.590095E-02 -1.637024E-01 -1.309918E-04 -1.348577E-03
      62    31-0  1.385641E+01 -2.300000E+01  0.000000E+00 -5.253930E-02  2.159905E-02 -2.409480E-03  9.905435E-04  1.372835E-01  8.987906E-03 -3.178013E-15 -2.458971E-16  3.909122E-02  2.698098E-02  7.958947E-05  5.493311E-05  2.811176E-05 -7.407050E-04 -3.412458E-03  8.991341E-02
      63    31-1  1.385641E+01 -2.300000E+01  0.000000E+00  7.021122E-04  6.263516E-03 -1.530973E-02 -1.365775E-01  1.485455E-15  4.742318E-16  5.265674E-02  2.146977E-02 -1.680169E-04 -7.302627E-05  8.252330E-02  3.586763E-02 -4.145661E-02 -2.317979E-02 -3.415188E-04 -1.909547E-04
      64    32-0  1.385641E+01 -2.400000E+01  0.000000E+00  1.674916E-01  1.482817E-02  7.681253E-03  6.800274E-04  5.219625E-02  2.508949E-02 -1.222980E-15 -4.128642E-16 -1.734360E-02 -1.609319E-01 -3.531145E-05 -3.276564E-04  1.383709E-04 -4.255515E-04 -1.679670E-02  5.165725E-02
      65    32-1  1.385641E+01 -2.400000E+01  0.000000E+00  7.103939E-04 -2.556263E-03 -1.549032E-02  5.573995E-02  3.285496E-15  3.040503E-15  1.091180E-01  1.281641E-01  8.554775E-05  7.009563E-05 -4.201769E-02 -3.442822E-02 -3.241791E-02 -1.585790E-01 -2.670581E-04 -1.306371E-03
      66    33-0  1.472243E+01 -2.450000E+01  0.000000E+00 -1.241067E-02  5.718571E-02 -5.691596E-04  2.622567E-03  8.835916E-02 -1.132152E-01 -1.942890E-15  2.699230E-15  4.129182E-02  2.440598E-02  8.406987E-05  4.969041E-05 -5.680337E-05 -7.804157E-04  6.895302E-03  9.473386E-02
      67    33-1  1.472243E+01 -2.450000E+01  0.000000E+00  5.818389E-03  3.071413E-03 -1.268714E-01 -6.697291E-02  1.255392E-15 -1.063438E-15  4.900211E-02 -3.209712E-02 -1.847899E-04 -5.704316E-05  9.076151E-02  2.801736E-02 -4.340492E-02 -2.040912E-02 -3.575689E-04 -1.681299E-04
      68    34-0  1.472243E+01 -2.550000E+01  0.000000E+00  1.083237E-01 -1.323277E-01  4.967779E-03 -6.068618E-03  5.167605E-02 -2.952977E-02 -1.176143E-15  8.265957E-16 -3.351531E-02 -1.555133E-01 -6.823696E-05 -3.166240E-04  1.045837E-04 -4.331193E-04 -1.269530E-02  5.257591E-02
      69    34-1  1.472243E+01 -2.550000E+01  0.000000E+00 -1.748551E-03 -2.092202E-03  3.812758E-02  4.562099E-02  4.388713E-15 -7.860914E-16  1.701999E-01 -1.838826E-02  9.032605E-05  6.299632E-05 -4.436461E-02 -3.094132E-02 -4.800710E-02 -1.516620E-01 -3.954816E-04 -1.249389E-03
      70    35-0  1.558846E+01 -2.600000E+01  0.000000E+00  4.108941E-02  4.378733E-02  1.884382E-03  2.008110E-03 -4.561099E-02 -1.420609E-01  1.224715E-15  3.358425E-15  4.333328E-02  2.162656E-02  8.822628E-05  4.403153E-05 -1.492828E-04 -8.093130E-04  1.812129E-02  9.824166E-02
      71    35-1  1.558846E+01 -2.600000E+01  0.000000E+00  6.038524E-03 -3.202873E-03 -1.316715E-01  6.983944E-02 -1.194458E-16 -1.670284E-15  1.416746E-03 -6.009364E-02 -1.997527E-04 -3.834680E-05  9.811068E-02  1.883444E-02 -4.517557E-02 -1.744992E-02 -3.721555E-04 -1.437521E-04
      72    36-0  1.558846E+01 -2.700000E+01  0.000000E+00 -4.908759E-02 -1.662460E-01 -2.251183E-03 -7.624128E-03  5.122762E-03 -6.072363E-02  8.239937E-18  1.419004E-15 -4.871386E-02 -1.483474E-01 -9.918110E-05 -3.020344E-04  7.052577E-05 -4.378214E-04 -8.561050E-03  5.314668E-02
      73    36-1  1.558846E+01 -2.700000E+01  0.000000E+00 -2.779751E-03  2.588254E-04  6.061317E-02 -5.643751E-03  1.867935E-15 -3.963000E-15  8.167725E-02 -1.530991E-01  9.446882E-05  5.557718E-05 -4.639937E-02 -2.729733E-02 -6.246297E-02 -1.430972E-01 -5.145688E-04 -1.178832E-03
      74    37-0  1.645448E+01 -2.750000E+01  0.000000E+00  6.069884E-02 -9.198180E-03  2.783680E-03 -4.218333E-04 -1.480233E-01 -4.365974E-02  3.622103E-15  8.413409E-16  4.519387E-02  1.865134E-02  9.201442E-05  3.797400E-05 -2.478676E-04 -8.262687E-04  3.008839E-02  1.002999E-01
